ens_ID	hgnc_symbol
ENSG00000172732	MUS81
ENSG00000236359	OR51B8P
ENSG00000234376	UBTFL2
ENSG00000181282	OR5AK3P
ENSG00000255083	OR5AK1P
ENSG00000273228	OR5BQ1P
ENSG00000248424	OR51K1P
ENSG00000198561	CTNND1
ENSG00000224196	OR5AK4P
ENSG00000272676	OR5AO1P
ENSG00000254751	TRIM64DP
ENSG00000273255	OR5BP1P
ENSG00000252070	RNA5SP341
ENSG00000230484	OR51A10P
ENSG00000222998	RN7SKP259
ENSG00000240371	RPS4XP13
ENSG00000166013	TRIM53BP
ENSG00000204455	TRIM51BP
ENSG00000208009	MIR130A
ENSG00000249633	OR52V1P
ENSG00000255303	OR5BA1P
ENSG00000168005	C11orf84
ENSG00000248553	OR52H2P
ENSG00000231049	OR52B5P
ENSG00000233646	OR52T1P
ENSG00000229534	HNRNPA1P53
ENSG00000232381	OR52U1P
ENSG00000181109	OR52P1P
ENSG00000181017	OR56B2P
ENSG00000236965	OR52N3P
ENSG00000233563	OR52E7P
ENSG00000180714	OR5AZ1P
ENSG00000254831	KRT18P58
ENSG00000202147	RNA5SP329
ENSG00000254749	OR5BD1P
ENSG00000255481	OR56A7P
ENSG00000262980	OR52L2P
ENSG00000254601	CYCSP26
ENSG00000234895	OR52X1P
ENSG00000200817	RNU6-899P
ENSG00000236541	VN2R9P
ENSG00000182359	KBTBD3
ENSG00000255131	OR9L1P
ENSG00000172638	EFEMP2
ENSG00000149313	AASDHPPT
ENSG00000166478	ZNF143
ENSG00000272685	OR9I3P
ENSG00000186508	OR9I2P
ENSG00000152402	GUCY1A2
ENSG00000272569	OR5BL1P
ENSG00000254589	EIF4A2P3
ENSG00000272900	OR10Q2P
ENSG00000255218	OR5BC1P
ENSG00000255431	OR5B19P
ENSG00000255096	OR5B10P
ENSG00000233499	OR5B1P
ENSG00000273408	OR5B15P
ENSG00000072518	MARK2
ENSG00000172543	CTSW
ENSG00000099834	CDHR5
ENSG00000152404	CWF19L2
ENSG00000254838	GVINP1
ENSG00000255055	MTND1P35
ENSG00000254781	GVINP2
ENSG00000233802	TRIM49D2P
ENSG00000221703	MIR302E
ENSG00000204450	TRIM64
ENSG00000176716	OR10AB1P
ENSG00000227892	OR5P4P
ENSG00000237706	TRIM51EP
ENSG00000166408	OR5P1P
ENSG00000255265	TMA16P1
ENSG00000225581	TRIM53AP
ENSG00000254717	GLYATL1P2
ENSG00000172500	FIBP
ENSG00000223709	TRIM64EP
ENSG00000170688	OR5E1P
ENSG00000255189	GLYATL1P1
ENSG00000252769	RNU6-943P
ENSG00000254642	COX6CP5
ENSG00000254399	GLYATL1P4
ENSG00000255151	GLYATL1P3
ENSG00000255009	UBTFL1
ENSG00000261645	DISC1FP1
ENSG00000266703	MIR4490
ENSG00000263999	RN7SL42P
ENSG00000221586	MIR1261
ENSG00000254677	OSBPL9P2
ENSG00000254799	SLC25A47P1
ENSG00000255070	OSBPL9P3
ENSG00000200983	SNORA3
ENSG00000212607	SNORA45
ENSG00000254961	TUBB4BP4
ENSG00000242248	RPL7AP57
ENSG00000235547	NDUFB11P1
ENSG00000249255	PGAM1P9
ENSG00000263944	RN7SL435P
ENSG00000235678	OR5AN2P
ENSG00000255386	OR5BR1P
ENSG00000198261	OR5BB1P
ENSG00000204989	OR4D8P
ENSG00000252418	RNU6-779P
ENSG00000254770	OR4D7P
ENSG00000252905	RNA5SP330
ENSG00000252893	RNU7-58P
ENSG00000254860	TMEM9B-AS1
ENSG00000264559	MIR3162
ENSG00000264984	MIR5691
ENSG00000213538	KRT8P41
ENSG00000244244	RPS3AP42
ENSG00000201998	SNORA23
ENSG00000021762	OSBPL5
ENSG00000243869	RN7SL56P
ENSG00000255287	SNRPGP16
ENSG00000242807	RPL26P31
ENSG00000168067	MAP4K2
ENSG00000240202	RN7SL223P
ENSG00000254911	SCARNA9
ENSG00000207112	SNORA25
ENSG00000206799	SNORA32
ENSG00000202314	SNORD6
ENSG00000206834	SNORA1
ENSG00000175602	CCDC85B
ENSG00000207304	SNORA8
ENSG00000175592	FOSL1
ENSG00000201564	RN7SKP50
ENSG00000246273	SBF2-AS1
ENSG00000175573	C11orf68
ENSG00000175550	DRAP1
ENSG00000252568	RNU7-28P
ENSG00000239195	SNORD5
ENSG00000207145	SNORA18
ENSG00000221574	RNU6ATAC33P
ENSG00000221170	MIR1304
ENSG00000210825	SNORA40
ENSG00000177112	MRVI1-AS1
ENSG00000265292	RN7SL195P
ENSG00000255995	HPRTP4
ENSG00000256752	HPRTP3
ENSG00000238622	SNORD97
ENSG00000137760	ALKBH8
ENSG00000221230	MIR548L
ENSG00000257057	LINC01171
ENSG00000167771	RCOR2
ENSG00000213368	ST13P11
ENSG00000150316	CWC15
ENSG00000175513	TSGA10IP
ENSG00000175467	SART1
ENSG00000182208	MOB2
ENSG00000166483	WEE1
ENSG00000110583	NAA40
ENSG00000223223	RN7SKP192
ENSG00000254403	OR10Y1P
ENSG00000254743	OR10V3P
ENSG00000255538	OR10V2P
ENSG00000234964	FABP5P7
ENSG00000270929	SRD5A3P1
ENSG00000133789	SWAP70
ENSG00000184545	DUSP8
ENSG00000110675	ELMOD1
ENSG00000175376	EIF1AD
ENSG00000181995	LINC00301
ENSG00000176340	COX8A
ENSG00000207153	RNU6-933P
ENSG00000240823	RN7SL23P
ENSG00000205869	KRTAP5-1
ENSG00000266006	MIR4488
ENSG00000205867	KRTAP5-2
ENSG00000243742	RPLP0P2
ENSG00000167770	OTUB1
ENSG00000175334	BANF1
ENSG00000207601	MIR611
ENSG00000222326	MIR1908
ENSG00000200898	RNU6-1243P
ENSG00000255213	NPM1P35
ENSG00000254454	RCC2P6
ENSG00000133812	SBF2
ENSG00000206597	SNORA57
ENSG00000133895	MEN1
ENSG00000175315	CST6
ENSG00000252361	RNU6-118P
ENSG00000264442	RN7SL119P
ENSG00000222328	RNU2-2P
ENSG00000070031	SCT
ENSG00000175294	CATSPER1
ENSG00000196224	KRTAP5-3
ENSG00000170290	SLN
ENSG00000069696	DRD4
ENSG00000241598	KRTAP5-4
ENSG00000185940	KRTAP5-5
ENSG00000247271	ZBED5-AS1
ENSG00000205864	KRTAP5-6
ENSG00000255717	SNHG1
ENSG00000244242	IFITM10
ENSG00000255123	MTND5P21
ENSG00000175229	GAL3ST3
ENSG00000266645	MIR4299
ENSG00000110660	SLC35F2
ENSG00000177030	DEAF1
ENSG00000251381	LINC00958
ENSG00000180771	SRSF8
ENSG00000189431	RASSF10
ENSG00000222162	RN7SKP151
ENSG00000087365	SF3B2
ENSG00000228901	HMGN2P36
ENSG00000254791	FAR1-IT1
ENSG00000240454	RPL39P26
ENSG00000201856	RNA5SP331
ENSG00000117984	CTSD
ENSG00000222578	RNA5SP345
ENSG00000152268	SPON1
ENSG00000266192	MIR1260B
ENSG00000255679	JRKL-AS1
ENSG00000200411	RNA5SP346
ENSG00000255205	MED28P5
ENSG00000199315	RNA5SP347
ENSG00000223269	RN7SKP53
ENSG00000255547	RPA2P3
ENSG00000242165	RN7SL222P
ENSG00000200047	RN7SKP115
ENSG00000263885	MIR3920
ENSG00000133315	MACROD1
ENSG00000179331	RAB39A
ENSG00000212365	RNA5SP332
ENSG00000212466	RNU6-952P
ENSG00000251991	RNU7-49P
ENSG00000253179	CALCP
ENSG00000255282	WTAPP1
ENSG00000186509	OR9Q1
ENSG00000241943	RN7SL188P
ENSG00000199883	RN7SKP90
ENSG00000251928	RNU6-585P
ENSG00000184669	OR7E14P
ENSG00000272034	SNORD14A
ENSG00000201403	SNORD14B
ENSG00000201586	RNU6-593P
ENSG00000241082	RN7SL259P
ENSG00000255035	SDHCP4
ENSG00000239924	RPL29P22
ENSG00000256847	CCND2P1
ENSG00000126500	FLRT1
ENSG00000188070	C11orf95
ENSG00000175115	PACS1
ENSG00000264519	RN7SL596P
ENSG00000110347	MMP12
ENSG00000202089	RNU6-1306P
ENSG00000207200	RNU6-45P
ENSG00000168439	STIP1
ENSG00000172381	OR6Q1
ENSG00000172377	OR9I1
ENSG00000186513	OR9Q2
ENSG00000197887	OR1S2
ENSG00000177106	EPS8L2
ENSG00000238562	RNU7-159P
ENSG00000172774	OR1S1
ENSG00000180475	OR10Q1
ENSG00000172772	OR10W1
ENSG00000197786	OR5B17
ENSG00000171219	CDC42BPG
ENSG00000172769	OR5B3
ENSG00000172365	OR5B2
ENSG00000172362	OR5B12
ENSG00000198283	OR5B21
ENSG00000166266	CUL5
ENSG00000182170	MRGPRG
ENSG00000184350	MRGPRE
ENSG00000110031	LPXN
ENSG00000255254	HIGD1AP5
ENSG00000166787	SAA3P
ENSG00000255138	GLTPP1
ENSG00000255071	SAA2-SAA4
ENSG00000200336	RNA5SP333
ENSG00000212789	ST13P5
ENSG00000075239	ACAT1
ENSG00000005801	ZNF195
ENSG00000201695	RNA5SP334
ENSG00000264603	MIR3159
ENSG00000148926	ADM
ENSG00000247595	SPTY2D1-AS1
ENSG00000110047	EHD1
ENSG00000149043	SYT8
ENSG00000174996	KLC2
ENSG00000149781	FERMT3
ENSG00000254565	MTND2P26
ENSG00000253245	MTND1P36
ENSG00000186660	ZFP91
ENSG00000264200	MIR4693
ENSG00000252251	RNA5SP348
ENSG00000255073	ZFP91-CNTF
ENSG00000242689	CNTF
ENSG00000149124	GLYAT
ENSG00000133805	AMPD3
ENSG00000174903	RAB1B
ENSG00000156689	GLYATL2
ENSG00000254750	CASP1P2
ENSG00000255430	CASP1P1
ENSG00000254767	OR2AL1P
ENSG00000174871	CNIH2
ENSG00000222663	RNU4-55P
ENSG00000254544	PCNAP4
ENSG00000252081	RNU6-277P
ENSG00000255270	NAV2-IT1
ENSG00000110046	ATG2A
ENSG00000200687	RNA5SP335
ENSG00000149308	NPAT
ENSG00000255043	NAV2-AS5
ENSG00000254622	NAV2-AS4
ENSG00000265210	MIR4486
ENSG00000264309	MIR4694
ENSG00000254542	NAV2-AS3
ENSG00000254453	NAV2-AS2
ENSG00000254894	NAV2-AS1
ENSG00000201059	RNA5SP336
ENSG00000130598	TNNI2
ENSG00000174851	YIF1A
ENSG00000252816	RNA5SP337
ENSG00000222427	RNA5SP338
ENSG00000149743	TRPT1
ENSG00000221273	MIR1237
ENSG00000207648	MIR192
ENSG00000229719	MIR194-2
ENSG00000266123	RN7SL114P
ENSG00000254455	HIGD1AP10
ENSG00000222477	RNU2-23P
ENSG00000249251	PGAM1P8
ENSG00000197847	SLC22A20
ENSG00000254465	PRKRIRP4
ENSG00000179292	TMEM151A
ENSG00000252519	RNU6-783P
ENSG00000174807	CD248
ENSG00000167311	ART5
ENSG00000174791	RIN1
ENSG00000225215	SMARCE1P1
ENSG00000245532	NEAT1
ENSG00000149311	ATM
ENSG00000251562	MALAT1
ENSG00000270526	SNRPGP19
ENSG00000260233	SSSCA1-AS1
ENSG00000240698	RPS2P39
ENSG00000266041	MIR4690
ENSG00000265874	MIR4489
ENSG00000239356	RN7SL309P
ENSG00000214659	KRT8P26
ENSG00000255379	CYCSP29
ENSG00000129744	ART1
ENSG00000255823	MTRNR2L8
ENSG00000201243	RNU6-654P
ENSG00000200613	RNA5SP349
ENSG00000110315	RNF141
ENSG00000255120	OVOL1-AS1
ENSG00000254798	TFAMP2
ENSG00000166840	GLYATL1
ENSG00000202317	RNU1-84P
ENSG00000129749	CHRNA10
ENSG00000174744	BRMS1
ENSG00000149761	NUDT22
ENSG00000130592	LSP1
ENSG00000068971	PPP2R5B
ENSG00000189057	FAM111B
ENSG00000240298	RPL36AP40
ENSG00000177042	TMEM80
ENSG00000166801	FAM111A
ENSG00000199325	RNU4-39P
ENSG00000239553	RN7SL12P
ENSG00000245573	BDNF-AS
ENSG00000254984	FTLP6
ENSG00000239099	RNU7-23P
ENSG00000266423	MIR3163
ENSG00000110011	DNAJC4
ENSG00000201684	RN7SKP239
ENSG00000253024	RNU6-1238P
ENSG00000133800	LYVE1
ENSG00000244152	RN7SL59P
ENSG00000174684	B3GNT1
ENSG00000212289	RNA5SP339
ENSG00000231793	DOC2GP
ENSG00000254934	LINC00678
ENSG00000177447	CBX3P1
ENSG00000110042	DTX4
ENSG00000149735	GPHA2
ENSG00000174669	SLC29A2
ENSG00000233497	HNRNPA1P60
ENSG00000168070	C11orf85
ENSG00000200168	RNA5SP350
ENSG00000207874	MIR610
ENSG00000239354	RPS17P15
ENSG00000222385	RN7SKP158
ENSG00000264032	MIR4491
ENSG00000253099	RNU2-60P
ENSG00000207811	MIR34B
ENSG00000207562	MIR34C
ENSG00000272882	OR2BH1P
ENSG00000223324	RN7SKP273
ENSG00000254450	ALG9-IT1
ENSG00000177156	TALDO1
ENSG00000254949	GNG5P3
ENSG00000176343	RPL37AP8
ENSG00000238965	RNA5SP351
ENSG00000230911	PPIHP1
ENSG00000238444	RNU6-893P
ENSG00000173511	VEGFB
ENSG00000255231	MRPS36P4
ENSG00000243930	RPS12P21
ENSG00000243250	RPS6P16
ENSG00000213234	ST13P10
ENSG00000174576	NPAS4
ENSG00000168062	BATF2
ENSG00000206772	RNU6-44P
ENSG00000072952	MRVI1
ENSG00000213233	RPL23AP62
ENSG00000110713	NUP98
ENSG00000173486	FKBP2
ENSG00000213465	ARL2
ENSG00000174547	MRPL11
ENSG00000255047	HNRNPRP2
ENSG00000243505	RN7SL240P
ENSG00000240554	RPL7AP58
ENSG00000255370	CYCSP25
ENSG00000177225	PDDC1
ENSG00000173457	PPP1R14B
ENSG00000174516	PELI3
ENSG00000197629	MPEG1
ENSG00000176495	OR5AN1
ENSG00000172324	OR5A2
ENSG00000172320	OR5A1
ENSG00000166884	OR4D6
ENSG00000254466	OR4D10
ENSG00000176200	OR4D11
ENSG00000172742	OR4D9
ENSG00000238998	RNU7-187P
ENSG00000227487	NCAM1-AS1
ENSG00000110048	OSBP
ENSG00000110025	SNX15
ENSG00000149782	PLCB3
ENSG00000265140	MIR4301
ENSG00000256167	ATF4P4
ENSG00000257101	LRRC37A13P
ENSG00000201687	RNU6-1107P
ENSG00000255982	NXPE2P1
ENSG00000255490	EIF4A2P5
ENSG00000166889	PATL1
ENSG00000183242	WT1-AS
ENSG00000254986	DPP3
ENSG00000270903	HNRNPA3P9
ENSG00000246100	LINC00900
ENSG00000213713	PIGCP1
ENSG00000247151	CSTF3-AS1
ENSG00000184682	C11orf89
ENSG00000241950	RPL29P23
ENSG00000168061	SAC3D1
ENSG00000166323	C11orf65
ENSG00000168060	NAALADL1
ENSG00000216708	CIR1P3
ENSG00000130595	TNNT3
ENSG00000251862	MIR1343
ENSG00000002330	BAD
ENSG00000198730	CTR9
ENSG00000173264	GPR137
ENSG00000235910	APOA1-AS
ENSG00000231865	SIK3-IT1
ENSG00000200537	RNY4P6
ENSG00000186082	KRT18P14
ENSG00000255274	TMPRSS4-AS1
ENSG00000263389	MIR3973
ENSG00000196559	LINC00610
ENSG00000255163	HSPE1P18
ENSG00000263889	RN7SL86P
ENSG00000242834	RPL7AP56
ENSG00000243431	RPL5P30
ENSG00000207185	RNU6-1157P
ENSG00000207462	RNU6-376P
ENSG00000174483	BBS1
ENSG00000254621	SETP16
ENSG00000201591	RNU6-99P
ENSG00000264211	MIR4492
ENSG00000239726	RN7SL688P
ENSG00000242712	RN7SL529P
ENSG00000240970	RPL23AP64
ENSG00000252922	RNU6-365P
ENSG00000172289	OR10V1
ENSG00000266398	MIR3656
ENSG00000178202	KDELC2
ENSG00000166900	STX3
ENSG00000110321	EIF4G2
ENSG00000137700	SLC37A4
ENSG00000182450	KCNK4
ENSG00000146670	CDCA5
ENSG00000184524	CEND1
ENSG00000110723	EXPH5
ENSG00000166902	MRPL16
ENSG00000239559	RPL37P2
ENSG00000184795	UNC93B5
ENSG00000254447	OR7E11P
ENSG00000227620	ALG1L8P
ENSG00000160172	FAM86C2P
ENSG00000134812	GIF
ENSG00000219435	TEX40
ENSG00000206587	RNU6-46P
ENSG00000243672	RPS3AP40
ENSG00000178105	DDX10
ENSG00000162300	ZFPL1
ENSG00000255554	OR7E1P
ENSG00000134827	TCN1
ENSG00000177542	SLC25A22
ENSG00000173153	ESRRA
ENSG00000006534	ALDH3B1
ENSG00000148985	PGAP2
ENSG00000251557	HNRNPKP3
ENSG00000187066	TMEM262
ENSG00000252355	RN7SKP287
ENSG00000213697	CTBP2P6
ENSG00000235661	MIR670HG
ENSG00000211568	MIR670
ENSG00000199077	MIR129-2
ENSG00000173113	TRMT112
ENSG00000214788	OOSP1
ENSG00000213693	SEC14L1P1
ENSG00000149507	OOSP2
ENSG00000244926	ALKBH3-AS1
ENSG00000185742	C11orf87
ENSG00000149823	VPS51
ENSG00000266737	MIR4691
ENSG00000254856	NDUFA3P2
ENSG00000149289	ZC3H12C
ENSG00000244267	RPL34P22
ENSG00000149516	MS4A3
ENSG00000126432	PRDX5
ENSG00000265539	MIR3164
ENSG00000213275	IFITM9P
ENSG00000236287	ZBED5
ENSG00000254417	ANO1-AS2
ENSG00000202070	RNU6-1175P
ENSG00000174165	ZDHHC24
ENSG00000254902	ANO1-AS1
ENSG00000214026	MRPL23
ENSG00000255329	H2AFZP4
ENSG00000221333	MIR548K
ENSG00000110328	GALNT18
ENSG00000226627	SHANK2-AS1
ENSG00000236262	SHANK2-AS2
ENSG00000171671	SHANK2-AS3
ENSG00000263744	MIR3664
ENSG00000248746	ACTN3
ENSG00000254598	CSNK2A3
ENSG00000137710	RDX
ENSG00000249387	KRTAP5-14P
ENSG00000184055	OR7E87P
ENSG00000255562	UNC93B6
ENSG00000255261	OR7E4P
ENSG00000239481	RPS3AP41
ENSG00000255319	ENPP7P8
ENSG00000168071	CCDC88B
ENSG00000254978	ALG1L9P
ENSG00000214534	ZNF705E
ENSG00000252902	RNA5SP342
ENSG00000170242	USP47
ENSG00000228915	OR7E128P
ENSG00000254593	OR7E126P
ENSG00000149809	TM7SF2
ENSG00000149534	MS4A2
ENSG00000206783	RNU6-292P
ENSG00000263742	MIR3165
ENSG00000257075	RPEP6
ENSG00000110077	MS4A6A
ENSG00000264102	MIR4688
ENSG00000265014	MIR3160-1
ENSG00000265014	MIR3160-2
ENSG00000263540	MIR5582
ENSG00000212135	SNORD67
ENSG00000247675	LRP4-AS1
ENSG00000266540	RN7SL772P
ENSG00000174080	CTSF
ENSG00000264583	MIR4487
ENSG00000252327	RNU6-1302P
ENSG00000265559	RN7SL652P
ENSG00000200376	RNU5E-10P
ENSG00000252941	RNA5SP340
ENSG00000177595	PIDD
ENSG00000263693	MIR3161
ENSG00000255514	OR4B2P
ENSG00000272036	MIR139
ENSG00000251919	RNU7-105P
ENSG00000256007	ARAP1-AS1
ENSG00000245148	ARAP1-AS2
ENSG00000244134	RPS12P20
ENSG00000265064	MIR4692
ENSG00000206638	RNU6-672P
ENSG00000256347	OR8R1P
ENSG00000231726	HMGN2P38
ENSG00000199975	RN7SKP243
ENSG00000256681	CCDC58P5
ENSG00000182791	CCDC87
ENSG00000167244	IGF2
ENSG00000173992	CCS
ENSG00000137714	FDX1
ENSG00000214787	MS4A4E
ENSG00000174276	ZNHIT2
ENSG00000200649	RNA5SP343
ENSG00000149806	FAU
ENSG00000212961	HNRNPA1P40
ENSG00000264402	MIR548AL
ENSG00000255444	CYCSP27
ENSG00000254500	RANP3
ENSG00000223202	RN7SKP297
ENSG00000265902	MIR4696
ENSG00000162302	RPS6KA4
ENSG00000242999	RN7SL239P
ENSG00000137727	ARHGAP20
ENSG00000200152	RNU6-216P
ENSG00000234611	OR2AT2P
ENSG00000213333	NPM1P50
ENSG00000254475	OR2AT1P
ENSG00000160695	VPS11
ENSG00000129965	INS-IGF2
ENSG00000110079	MS4A4A
ENSG00000162298	SYVN1
ENSG00000222249	RNU6-262P
ENSG00000254647	INS
ENSG00000245248	USP2-AS1
ENSG00000255460	ZDHHC20P3
ENSG00000177600	RPLP2
ENSG00000199090	MIR326
ENSG00000206941	SNORD15A
ENSG00000207445	SNORD15B
ENSG00000050165	DKK3
ENSG00000166926	MS4A6E
ENSG00000255377	DUXAP5
ENSG00000230716	KRT8P7
ENSG00000263993	RN7SL786P
ENSG00000199217	RNU6-1123P
ENSG00000255255	PPP1R1AP1
ENSG00000223013	RNA5SP344
ENSG00000255006	TCEB1P22
ENSG00000177105	RHOG
ENSG00000166927	MS4A7
ENSG00000254735	HMGB1P42
ENSG00000244400	RPS4XP12
ENSG00000232460	BMPR1APS2
ENSG00000252556	RNU6-256P
ENSG00000239306	RBM14
ENSG00000167323	STIM1
ENSG00000168065	SLC22A11
ENSG00000180176	TH
ENSG00000207971	MIR125B1
ENSG00000198975	MIRLET7A2
ENSG00000207994	MIR100
ENSG00000173933	RBM4
ENSG00000252776	RNU4ATAC10P
ENSG00000253035	RNU4ATAC5P
ENSG00000223265	RNU6-592P
ENSG00000254572	GLULP3
ENSG00000199709	RNU4-23P
ENSG00000254944	ATP5F1P5
ENSG00000243669	RPL34P23
ENSG00000244641	RPS26P43
ENSG00000233541	RPL31P47
ENSG00000200879	SNORD14E
ENSG00000207118	SNORD14D
ENSG00000202252	SNORD14C
ENSG00000149792	MRPL49
ENSG00000265357	MIR4493
ENSG00000255414	LINC01059
ENSG00000254449	SF3A3P2
ENSG00000200197	RNU1-21P
ENSG00000254613	OR6M2P
ENSG00000254430	OR6M3P
ENSG00000226461	OR10G5P
ENSG00000150750	C11orf53
ENSG00000196167	COLCA1
ENSG00000133816	MICAL2
ENSG00000214290	COLCA2
ENSG00000204710	SPDYC
ENSG00000166928	MS4A14
ENSG00000197891	SLC22A12
ENSG00000110777	POU2AF1
ENSG00000213182	OR10D5P
ENSG00000186268	OR10D4P
ENSG00000213181	OR10N1P
ENSG00000196403	OR10D1P
ENSG00000239426	OR8F1P
ENSG00000255425	OR8G3P
ENSG00000254845	OR8G7P
ENSG00000255116	SLC5A4P1
ENSG00000254976	OR8B7P
ENSG00000255225	OR8B6P
ENSG00000255030	OR8B5P
ENSG00000227737	OR8B1P
ENSG00000229254	OR8C1P
ENSG00000248643	RBM14-RBM4
ENSG00000167325	RRM1
ENSG00000173914	RBM4B
ENSG00000014216	CAPN1
ENSG00000137707	BTG4
ENSG00000255048	OR8X1P
ENSG00000255510	OR8A2P
ENSG00000229386	OR8B9P
ENSG00000254646	OR8B10P
ENSG00000255315	OR8A3P
ENSG00000255341	OR8Q1P
ENSG00000200278	RNA5SP352
ENSG00000110076	NRXN2
ENSG00000173898	SPTBN2
ENSG00000187686	KRT18P59
ENSG00000183644	C11orf88
ENSG00000166930	MS4A5
ENSG00000156738	MS4A1
ENSG00000204381	LAYN
ENSG00000071203	MS4A12
ENSG00000014138	POLA2
ENSG00000177666	PNPLA2
ENSG00000204979	MS4A13
ENSG00000149798	CDC42EP2
ENSG00000177685	EFCAB4A
ENSG00000133808	MICALCL
ENSG00000221996	OR52B4
ENSG00000133884	DPF2
ENSG00000170145	SIK2
ENSG00000166959	MS4A8
ENSG00000173825	TIGD3
ENSG00000214782	MS4A18
ENSG00000197702	PARVA
ENSG00000166961	MS4A15
ENSG00000183734	ASCL2
ENSG00000173715	C11orf80
ENSG00000162241	SLC25A45
ENSG00000137713	PPP2R1B
ENSG00000132109	TRIM21
ENSG00000110665	C11orf21
ENSG00000181963	OR52K2
ENSG00000196778	OR52K1
ENSG00000197790	OR52M1
ENSG00000171987	C11orf40
ENSG00000226288	OR52I2
ENSG00000232268	OR52I1
ENSG00000167333	TRIM68
ENSG00000172689	MS4A10
ENSG00000177697	CD151
ENSG00000126391	FRMD8
ENSG00000110104	CCDC86
ENSG00000183134	PTGDR2
ENSG00000064201	TSPAN32
ENSG00000149506	ZP1
ENSG00000197428	OR51D1
ENSG00000180785	OR51E1
ENSG00000167332	OR51E2
ENSG00000110107	PRPF19
ENSG00000167346	MMP26
ENSG00000142186	SCYL1
ENSG00000188069	OR51F1
ENSG00000176937	OR52R1
ENSG00000177700	POLR2L
ENSG00000176925	OR51F2
ENSG00000176922	OR51S1
ENSG00000176904	OR51H1P
ENSG00000176900	OR51T1
ENSG00000176895	OR51A7
ENSG00000176893	OR51G2
ENSG00000176879	OR51G1
ENSG00000173653	RCE1
ENSG00000110108	TMEM109
ENSG00000214063	TSPAN4
ENSG00000205497	OR51A4
ENSG00000205496	OR51A2
ENSG00000176798	OR51L1
ENSG00000205495	OR52J3
ENSG00000176787	OR52E2
ENSG00000171944	OR52A5
ENSG00000006118	TMEM132A
ENSG00000182070	OR52A1
ENSG00000086848	ALG9
ENSG00000176742	OR51V1
ENSG00000244734	HBB
ENSG00000173599	PC
ENSG00000110651	CD81
ENSG00000187079	TEAD1
ENSG00000223609	HBD
ENSG00000168056	LTBP3
ENSG00000110446	SLC15A3
ENSG00000213934	HBG1
ENSG00000255561	FDXACB1
ENSG00000133794	ARNTL
ENSG00000173621	LRFN4
ENSG00000196565	HBG2
ENSG00000173237	C11orf86
ENSG00000173227	SYT12
ENSG00000013725	CD6
ENSG00000177830	CHID1
ENSG00000137720	C11orf1
ENSG00000213931	HBE1
ENSG00000109846	CRYAB
ENSG00000183251	OR51B4
ENSG00000173465	SSSCA1
ENSG00000184881	OR51B2
ENSG00000242180	OR51B5
ENSG00000176239	OR51B6
ENSG00000176973	FAM89B
ENSG00000254445	HSPB2-C11orf52
ENSG00000149300	C11orf52
ENSG00000184698	OR51M1
ENSG00000184321	OR51J1
ENSG00000167360	OR51Q1
ENSG00000167359	OR51I1
ENSG00000187918	OR51I2
ENSG00000181609	OR52D1
ENSG00000175520	UBQLN3
ENSG00000184281	TSSC4
ENSG00000173442	EHBP1L1
ENSG00000175518	UBQLNL
ENSG00000181616	OR52H1
ENSG00000187747	OR52B6
ENSG00000173156	RHOD
ENSG00000148925	BTBD10
ENSG00000121236	TRIM6
ENSG00000150764	DIXDC1
ENSG00000110448	CD5
ENSG00000070985	TRPM5
ENSG00000173120	KDM2A
ENSG00000167987	VPS37C
ENSG00000152266	PTH
ENSG00000229859	PGA3
ENSG00000197601	FAR1
ENSG00000150768	DLAT
ENSG00000173020	ADRBK1
ENSG00000053918	KCNQ1
ENSG00000258588	TRIM6-TRIM34
ENSG00000150773	PIH1D2
ENSG00000229183	PGA4
ENSG00000258659	TRIM34
ENSG00000133818	RRAS2
ENSG00000183020	AP2A2
ENSG00000132256	TRIM5
ENSG00000150776	C11orf57
ENSG00000129757	CDKN1C
ENSG00000150779	TIMM8B
ENSG00000256713	PGA5
ENSG00000254827	SLC22A18AS
ENSG00000204370	SDHD
ENSG00000110628	SLC22A18
ENSG00000132274	TRIM22
ENSG00000129083	COPB1
ENSG00000167992	VWCE
ENSG00000184956	MUC6
ENSG00000129084	PSMA1
ENSG00000172932	ANKRD13D
ENSG00000181023	OR56B1
ENSG00000181074	OR52N4
ENSG00000181009	OR52N5
ENSG00000181001	OR52N1
ENSG00000180988	OR52N2
ENSG00000205409	OR52E6
ENSG00000183269	OR52E8
ENSG00000150782	IL18
ENSG00000180974	OR52E4
ENSG00000184478	OR56A3
ENSG00000150783	TEX12
ENSG00000172830	SSH3
ENSG00000198788	MUC2
ENSG00000183313	OR52L1
ENSG00000183389	OR56A4
ENSG00000180934	OR56A1
ENSG00000180919	OR56B4
ENSG00000180913	OR56B3P
ENSG00000180909	OR52B1P
ENSG00000197580	BCO2
ENSG00000255307	OR52B2
ENSG00000175485	OR52W1
ENSG00000180878	C11orf42
ENSG00000175482	POLD4
ENSG00000051009	FAM160A2
ENSG00000175505	CLCF1
ENSG00000167986	DDB1
ENSG00000150787	PTS
ENSG00000172613	RAD9A
ENSG00000188771	PLET1
ENSG00000132259	CNGA4
ENSG00000110148	CCKBR
ENSG00000149294	NCAM1
ENSG00000170955	PRKCDBP
ENSG00000152270	PDE3B
ENSG00000172531	PPP1CA
ENSG00000186104	CYP2R1
ENSG00000175868	CALCB
ENSG00000166311	SMPD1
ENSG00000110680	CALCA
