ens_ID	chr	start	end
ENSG00000139547	12	57345219	57353158
ENSG00000255587	6	36683256	36699870
ENSG00000126106	1	45100910	45140227
ENSG00000159111	17	45900638	45908900
ENSG00000083290	17	19674142	19771249
ENSG00000160013	19	47123725	47128375
ENSG00000053747	18	21269407	21535030
ENSG00000179270	2	29283842	29297127
ENSG00000256892	10	37890366	37891859
ENSG00000138615	15	65488337	65503826
ENSG00000124772	6	36708552	36807778
ENSG00000213121	6	153552455	153668623
ENSG00000062598	20	44994688	45061704
ENSG00000111962	6	149068464	149398126
ENSG00000167414	19	47137333	47137942
ENSG00000164023	4	108745719	108836203
ENSG00000198105	10	38091751	38147034
ENSG00000160868	7	99354604	99381888
ENSG00000122035	13	27844464	27847827
ENSG00000262730	17	7829249	7833940
ENSG00000164128	4	164245113	164265984
ENSG00000130758	19	40697651	40721482
ENSG00000122958	10	70883268	70932617
ENSG00000204822	2	74699085	74700449
ENSG00000197380	19	47150869	47164395
ENSG00000115425	2	216861052	216947678
ENSG00000170043	17	7833663	7835441
ENSG00000100109	22	26887191	26908471
ENSG00000125347	5	131817301	131826490
ENSG00000143727	2	264140	278283
ENSG00000218819	2	21346789	21366144
ENSG00000167302	17	79202077	79212891
ENSG00000135525	6	136663875	136871957
ENSG00000082515	5	154320630	154348971
ENSG00000219073	1	22303514	22325135
ENSG00000136631	1	150039369	150117505
ENSG00000101193	20	61569471	61576996
ENSG00000271043	5	79945819	79946855
ENSG00000085719	8	87497059	87573726
ENSG00000103126	16	337440	402673
ENSG00000138617	15	65526798	65592956
ENSG00000122034	13	27998681	28009958
ENSG00000021762	11	3108346	3187969
ENSG00000119771	2	23608088	23931481
ENSG00000227051	14	96505661	96560417
ENSG00000187024	9	130455257	130487152
ENSG00000204923	2	68686551	68694390
ENSG00000164129	4	164265091	164273086
ENSG00000155016	4	108852525	108874613
ENSG00000073711	3	135684515	135866733
ENSG00000113318	5	79950467	80172279
ENSG00000168970	15	42120293	42140353
ENSG00000117010	1	40997233	41013841
ENSG00000145990	6	13358062	13487894
ENSG00000142789	1	22328149	22339032
ENSG00000151005	4	164392257	164395047
ENSG00000148773	10	129894923	129924649
ENSG00000112038	6	154331631	154568001
ENSG00000168067	11	64556290	64570713
ENSG00000115295	2	29320571	29412509
ENSG00000101194	20	61584052	61599949
ENSG00000175745	5	92919043	92930321
ENSG00000117472	1	46640745	46651630
ENSG00000159217	17	47074774	47133012
ENSG00000003137	2	72356367	72375167
ENSG00000175602	11	65657875	65659105
ENSG00000168036	3	41236328	41301587
ENSG00000198498	4	164415594	164441691
ENSG00000164175	5	33944721	33984835
ENSG00000232948	8	12168471	12175825
ENSG00000047346	15	52873514	53002014
ENSG00000129484	14	20811741	20826064
ENSG00000152700	5	133936834	133984961
ENSG00000175592	11	65659520	65668044
ENSG00000198198	1	43855553	43918321
ENSG00000174521	19	40721965	40724306
ENSG00000174498	15	65619465	65670378
ENSG00000139370	12	129277739	129308528
ENSG00000174136	5	98104354	98134347
ENSG00000226650	5	154393260	154397685
ENSG00000110844	12	49962001	50038449
ENSG00000105287	19	47177532	47220384
ENSG00000259164	14	77564654	77691805
ENSG00000145002	8	12282913	12293915
ENSG00000109458	4	144257915	144395721
ENSG00000165312	10	23728198	23731308
ENSG00000181541	4	151503077	151505843
ENSG00000198520	1	45140364	45191263
ENSG00000006074	17	34391640	34399392
ENSG00000151611	4	146539415	146581187
ENSG00000163075	2	120302008	120419827
ENSG00000070831	1	22379120	22419437
ENSG00000138796	4	108910870	108956331
ENSG00000160401	9	130469268	130478281
ENSG00000165548	14	77582911	77725838
ENSG00000170624	5	155297354	156194799
ENSG00000198625	1	204485511	204542871
ENSG00000197771	10	121588972	121652068
ENSG00000150054	10	28339922	28623415
ENSG00000107165	9	12685439	12710290
ENSG00000092871	17	33333009	33416338
ENSG00000105219	19	40728115	40732597
ENSG00000153162	6	7727030	7881655
ENSG00000117016	1	41086351	41131329
ENSG00000137877	15	42140345	42186275
ENSG00000122375	10	88414314	88426605
ENSG00000145425	4	152020725	152025804
ENSG00000175573	11	65684279	65686588
ENSG00000166171	10	103330317	103369425
ENSG00000135597	6	139224630	139309398
ENSG00000015532	17	48423453	48440499
ENSG00000055208	6	149539777	149732749
ENSG00000125843	20	3801178	3805949
ENSG00000167094	9	130478345	130493879
ENSG00000243156	22	18270415	18507325
ENSG00000186431	19	55385704	55401838
ENSG00000145416	4	164445450	165305202
ENSG00000137168	6	36822603	36842800
ENSG00000086504	16	417384	420527
ENSG00000001036	6	143815948	143832827
ENSG00000006075	17	34415602	34417515
ENSG00000175550	11	65686728	65689032
ENSG00000122033	13	28009776	28024739
ENSG00000135144	12	113494514	113535833
ENSG00000155760	2	202899310	202903160
ENSG00000125533	20	61637331	61638387
ENSG00000222047	10	75669727	75682535
ENSG00000159140	21	34914924	34949812
ENSG00000152495	5	110559351	110830584
ENSG00000156502	10	70939988	70968855
ENSG00000149658	20	61826781	61847586
ENSG00000103742	15	65673802	65715410
ENSG00000171462	6	43418090	43424370
ENSG00000101158	20	57556263	57570188
ENSG00000120549	10	23983675	24836772
ENSG00000182329	2	202937978	203062585
ENSG00000104938	19	7828035	7834491
ENSG00000239264	6	7881483	8026646
ENSG00000144460	2	226265364	226518734
ENSG00000166856	12	57388230	57390468
ENSG00000085998	1	46654354	46685977
ENSG00000153714	9	12775020	12822130
ENSG00000153922	5	98190908	98262240
ENSG00000137760	11	107373452	107436472
ENSG00000158258	3	139654027	140296239
ENSG00000101197	20	61867235	61871859
ENSG00000139517	13	28120050	28194541
ENSG00000169047	2	227596033	227664475
ENSG00000204422	6	31654739	31681849
ENSG00000087502	12	29490285	29534122
ENSG00000164073	4	128838960	128887150
ENSG00000119899	6	74303102	74363878
ENSG00000187461	6	13469513	13486415
ENSG00000237136	4	146601356	146692184
ENSG00000022567	8	142217265	142318404
ENSG00000154359	8	12579403	12613582
ENSG00000122367	10	88428206	88495825
ENSG00000204424	6	31674640	31685581
ENSG00000163913	3	129158968	129239198
ENSG00000129925	16	420773	437113
ENSG00000167771	11	63678693	63684316
ENSG00000196353	3	131252399	132004254
ENSG00000127311	12	66696325	66737423
ENSG00000128294	22	26921458	26992681
ENSG00000144468	2	227700297	227863931
ENSG00000078269	6	158402888	158520208
ENSG00000186184	13	28194903	28241548
ENSG00000124523	6	13574816	13614790
ENSG00000160404	9	130493803	130497604
ENSG00000150316	11	94695787	94706776
ENSG00000088888	20	3827487	3849280
ENSG00000082212	18	48405419	48474691
ENSG00000187109	12	76438670	76478813
ENSG00000176871	12	118470712	118500235
ENSG00000168398	14	96671016	96710666
ENSG00000170382	1	204586298	204654861
ENSG00000134121	3	238279	451090
ENSG00000169856	15	53049637	53083273
ENSG00000176349	7	1878222	1889567
ENSG00000101198	20	61872136	61904046
ENSG00000187944	2	197669726	197675000
ENSG00000113391	5	92953775	93447404
ENSG00000169840	13	28366780	28368905
ENSG00000169621	2	68694693	68858004
ENSG00000168621	5	37812779	37839788
ENSG00000127720	12	82752276	82873015
ENSG00000105221	19	40736224	40791443
ENSG00000139515	13	28494157	28500368
ENSG00000122687	7	2273866	2281840
ENSG00000249481	6	44310397	44344904
ENSG00000003756	3	50126341	50156454
ENSG00000065548	2	187350883	187374090
ENSG00000151612	4	146678779	146859787
ENSG00000111344	12	113536624	113574044
ENSG00000180389	13	28519343	28519727
ENSG00000268162	12	57390745	57391335
ENSG00000166860	12	57392618	57400230
ENSG00000100122	22	26995242	27014052
ENSG00000159784	7	143050493	143059863
ENSG00000125618	2	113973574	114036527
ENSG00000165556	13	28536274	28545276
ENSG00000175467	11	65729160	65747299
ENSG00000066136	1	41157320	41237275
ENSG00000100478	14	31494312	31562818
ENSG00000121207	4	155548097	155674270
ENSG00000163449	2	216946589	216967506
ENSG00000183463	13	28551851	28562791
ENSG00000166415	15	53805938	54055075
ENSG00000162552	1	22443798	22470462
ENSG00000189430	19	55417508	55427508
ENSG00000127328	12	70132461	70216984
ENSG00000035403	10	75757872	75879918
ENSG00000196431	22	27017928	27026636
ENSG00000197121	2	197697728	197792520
ENSG00000182208	11	1490687	1522477
ENSG00000106268	7	2281857	2290781
ENSG00000166483	11	9595228	9615004
ENSG00000095627	10	115939029	115992063
ENSG00000110583	11	63706431	63724800
ENSG00000166169	10	103338639	103348027
ENSG00000145850	5	156346293	156390266
ENSG00000166863	12	57403784	57422667
ENSG00000141642	18	48494361	48514491
ENSG00000151948	12	129337972	129469509
ENSG00000163630	3	63213991	63602597
ENSG00000170037	17	7835419	7853236
ENSG00000122025	13	28577411	28674729
ENSG00000108469	17	73622925	73663269
ENSG00000196290	2	201754050	201768655
ENSG00000184677	1	22778344	22857650
ENSG00000187037	7	37723399	37873390
ENSG00000169184	22	28144265	28197486
ENSG00000151962	4	155702365	155749965
ENSG00000144036	2	72403113	73053170
ENSG00000105329	19	41807492	41859816
ENSG00000079246	2	216972187	217071026
ENSG00000221983	19	18682540	18688360
ENSG00000103202	16	446725	460367
ENSG00000142945	1	45205490	45233439
ENSG00000103966	15	42190950	42264776
ENSG00000086289	7	37723446	37991543
ENSG00000109686	4	152023903	152246784
ENSG00000163660	3	156864297	156878549
ENSG00000108175	10	80828792	81076276
ENSG00000180957	22	28247657	28316122
ENSG00000135469	12	56660642	56664750
ENSG00000095370	9	130500596	130541020
ENSG00000167258	17	37617764	37721160
ENSG00000113249	5	156456424	156486130
ENSG00000101199	20	61904137	61921142
ENSG00000254019	8	142264664	142266916
ENSG00000170430	10	131265448	131566271
ENSG00000242110	5	33986283	34008220
ENSG00000170289	8	87566205	87755903
ENSG00000267699	18	48494389	48584514
ENSG00000204882	8	142366600	142377367
ENSG00000185149	4	156129781	156138230
ENSG00000142039	19	41816094	41830788
ENSG00000086288	7	37888199	37940003
ENSG00000183439	4	165875598	165898820
ENSG00000141294	17	45908993	45915079
ENSG00000153147	4	144434616	144478639
ENSG00000197442	6	136878185	137113656
ENSG00000184489	8	142402093	142441620
ENSG00000205148	15	96831280	96831660
ENSG00000137766	15	54305101	54920806
ENSG00000250486	4	165878100	165880273
ENSG00000177688	6	149721495	149722177
ENSG00000197363	8	146024261	146036554
ENSG00000023902	1	150121373	150136916
ENSG00000185551	15	96869167	96883492
ENSG00000133789	11	9685624	9774538
ENSG00000176979	4	165953105	165962896
ENSG00000167634	19	55434877	55477680
ENSG00000113525	5	131877136	131892530
ENSG00000184545	11	1575274	1593150
ENSG00000110675	11	107461817	107537505
ENSG00000141646	18	48494410	48611415
ENSG00000175376	11	65764016	65769647
ENSG00000164211	5	110831731	110848288
ENSG00000006016	19	18683030	18718551
ENSG00000124469	19	43084393	43099207
ENSG00000164114	4	156263810	156298122
ENSG00000170088	4	165995574	166129701
ENSG00000159147	21	34931848	34961014
ENSG00000138435	2	175612320	175629200
ENSG00000074603	15	65734801	65810042
ENSG00000176340	11	63742079	63744015
ENSG00000178199	6	149768794	149806197
ENSG00000154743	3	12525931	12581122
ENSG00000115042	2	96068469	96082364
ENSG00000198663	6	36839646	36896740
ENSG00000169618	2	68870721	68882708
ENSG00000268484	15	96904487	96904900
ENSG00000021461	7	99425636	99463718
ENSG00000076604	17	27071002	27077974
ENSG00000185594	15	97326619	97328845
ENSG00000074706	6	154475631	154677926
ENSG00000255730	19	41856758	41930906
ENSG00000081052	2	227867427	228028829
ENSG00000256100	11	63742092	63755818
ENSG00000242612	16	451826	462487
ENSG00000205869	11	1605572	1606513
ENSG00000164256	5	23507264	23528706
ENSG00000205867	11	1618409	1619524
ENSG00000164074	4	128886461	128960866
ENSG00000221826	19	43225790	43244721
ENSG00000175395	10	38238500	38265561
ENSG00000146966	7	140218220	140373793
ENSG00000259040	6	7881755	8064597
ENSG00000152520	13	28712643	28869475
ENSG00000006015	19	18699495	18703146
ENSG00000138795	4	108968701	109090112
ENSG00000244045	17	26684604	26708716
ENSG00000251209	15	98285448	98417780
ENSG00000096401	6	44355262	44418163
ENSG00000168038	3	41288090	42003922
ENSG00000142046	19	41856816	41889988
ENSG00000140450	15	98462784	98517068
ENSG00000120088	17	43699267	43913194
ENSG00000070886	1	22890057	22930087
ENSG00000134115	3	1134260	1445901
ENSG00000231500	6	33239787	33244287
ENSG00000167770	11	63753325	63769283
ENSG00000100154	22	28374004	29075853
ENSG00000175334	11	65769550	65771620
ENSG00000224361	2	23729913	23747214
ENSG00000112419	6	143857982	144152322
ENSG00000109466	4	166128770	166244308
ENSG00000213658	16	28996147	29002104
ENSG00000171357	1	46669006	46686933
ENSG00000144152	2	112895962	112945791
ENSG00000188428	6	8013800	8064647
ENSG00000188626	15	28947100	28983530
ENSG00000137876	15	55473004	55489265
ENSG00000268421	10	131308884	131309525
ENSG00000116030	2	203070903	203103331
ENSG00000179104	12	83080659	83528649
ENSG00000133812	11	9800214	10315754
ENSG00000108826	17	48445218	48450575
ENSG00000185087	15	98980391	99057611
ENSG00000164167	4	147096837	147121152
ENSG00000119778	2	23971534	24149984
ENSG00000105696	19	18718240	18731849
ENSG00000188089	15	42273780	42343388
ENSG00000173838	17	60778675	60885705
ENSG00000108001	10	131633547	131762105
ENSG00000163219	2	68906733	69053965
ENSG00000133895	11	64570982	64578766
ENSG00000175315	11	65779312	65780976
ENSG00000135077	5	156512843	156569880
ENSG00000138160	10	94353043	94415150
ENSG00000258691	14	96671181	96730266
ENSG00000085999	1	46713360	46744145
ENSG00000002726	7	150521715	150558592
ENSG00000233404	2	102508955	102511150
ENSG00000070031	11	626431	627143
ENSG00000100739	14	96722161	96735304
ENSG00000153822	17	68049570	68131749
ENSG00000175294	11	65784223	65793988
ENSG00000268265	21	34947431	34947645
ENSG00000268467	11	107462471	107463949
ENSG00000249209	21	34956993	35284635
ENSG00000196224	11	1628795	1629693
ENSG00000258729	14	96741383	96743060
ENSG00000140443	15	99192200	99507759
ENSG00000170290	11	107578104	107590419
ENSG00000069696	11	637293	640706
ENSG00000164902	5	125935960	125962944
ENSG00000115590	2	102608306	102645006
ENSG00000163492	2	179694484	179914813
ENSG00000124467	19	43256838	43359843
ENSG00000183323	5	68576002	68628636
ENSG00000241598	11	1642188	1643368
ENSG00000185940	11	1651033	1652160
ENSG00000107651	10	121652223	121702014
ENSG00000268602	11	107582998	107595135
ENSG00000214306	11	107643129	107647344
ENSG00000214305	11	107650219	107652316
ENSG00000131013	6	149825869	149867174
ENSG00000066739	14	96747595	96830207
ENSG00000205864	11	1718425	1718985
ENSG00000129277	17	34430983	34433014
ENSG00000034053	15	29129629	29410518
ENSG00000144015	2	96257766	96265526
ENSG00000244242	11	1753640	1771821
ENSG00000189180	10	38299578	38354016
ENSG00000168286	16	67876213	67878097
ENSG00000112242	6	20402398	20493941
ENSG00000163006	2	109403213	109501933
ENSG00000159337	15	42359207	42386752
ENSG00000147789	8	146052849	146072894
ENSG00000175229	11	65809423	65816651
ENSG00000090565	16	475619	573011
ENSG00000108010	10	131934663	131982785
ENSG00000136807	9	130547958	130553066
ENSG00000110660	11	107661717	107799019
ENSG00000250673	4	147145709	147150208
ENSG00000069974	15	55495164	55611311
ENSG00000205758	21	34961647	35016232
ENSG00000235863	6	33244917	33252609
ENSG00000159840	7	143078173	143088204
ENSG00000102898	16	67880635	67906470
ENSG00000113615	5	133984479	134063513
ENSG00000107186	9	13105703	13279589
ENSG00000169031	2	228029281	228179508
ENSG00000113522	5	131891711	131980313
ENSG00000022556	19	55464498	55512510
ENSG00000177030	11	644233	706715
ENSG00000102755	13	28874489	29069265
ENSG00000155890	3	140396881	140419992
ENSG00000250305	8	12803151	12889012
ENSG00000227057	6	33246885	33257304
ENSG00000156564	6	40359325	40555204
ENSG00000154478	10	125425871	125454123
ENSG00000250641	6	31674681	31685695
ENSG00000120519	4	147175127	147443123
ENSG00000171532	17	37759789	37766030
ENSG00000174501	2	96514587	96657541
ENSG00000087365	11	65818200	65836779
ENSG00000176624	18	48700920	48744674
ENSG00000250644	11	1768897	1780281
ENSG00000185009	10	75881524	75910821
ENSG00000124602	6	40994772	41006928
ENSG00000224877	17	79213039	79215081
ENSG00000167080	17	47209822	47247351
ENSG00000164318	5	38258511	38465123
ENSG00000167487	19	18747775	18781309
ENSG00000164116	4	156587863	156653501
ENSG00000137221	6	43445261	43474294
ENSG00000121898	10	125465723	125699783
ENSG00000213953	2	187361840	187365393
ENSG00000177108	14	77597613	77609077
ENSG00000117984	11	1773982	1785222
ENSG00000132128	1	46726868	46769280
ENSG00000268846	2	187367219	187367356
ENSG00000255552	6	31679548	31681842
ENSG00000125447	17	73232694	73258444
ENSG00000069943	15	55611158	55647846
ENSG00000154920	17	48450581	48458844
ENSG00000114120	3	140660672	140698775
ENSG00000244355	6	31683133	31685581
ENSG00000269883	14	77607026	77609339
ENSG00000143401	1	150190717	150208504
ENSG00000173372	1	22962999	22966101
ENSG00000171094	2	29415640	30144432
ENSG00000188817	3	63638344	63664696
ENSG00000109066	17	72772622	72835918
ENSG00000123374	12	56360553	56366568
ENSG00000153721	6	154708638	154831793
ENSG00000163138	4	20697905	20754530
ENSG00000198185	20	45129701	45142198
ENSG00000165553	14	77731826	77737655
ENSG00000159189	1	22970123	22974603
ENSG00000168907	15	42433332	42448839
ENSG00000142459	19	7895119	7929862
ENSG00000248874	5	23951457	24178372
ENSG00000135637	2	74699113	74710535
ENSG00000104059	15	29412457	29862927
ENSG00000231924	19	43370616	43383974
ENSG00000248483	5	93070508	93077343
ENSG00000103326	16	577717	604636
ENSG00000178922	1	43916824	43919660
ENSG00000257599	12	29542227	29640421
ENSG00000092148	14	31569318	31677010
ENSG00000157637	17	79218800	79269347
ENSG00000038358	16	67906926	67918406
ENSG00000173369	1	22979255	22988031
ENSG00000257767	12	112191694	112229222
ENSG00000129566	14	20833826	20881588
ENSG00000183571	15	99511459	99551024
ENSG00000164615	5	134074191	134087847
ENSG00000138448	2	187454792	187545628
ENSG00000133315	11	63766030	63933578
ENSG00000101203	20	61924538	61966203
ENSG00000145491	5	10441636	10472141
ENSG00000179331	11	107799229	107834208
ENSG00000226490	8	142524738	142528837
ENSG00000138029	2	26466038	26513336
ENSG00000185261	5	93488671	93954309
ENSG00000139197	12	7341281	7371170
ENSG00000176834	12	118501398	118573831
ENSG00000185115	15	29560353	29562033
ENSG00000131016	6	151561134	151679692
ENSG00000176542	3	113367232	113415493
ENSG00000216937	10	32735068	32863492
ENSG00000075420	3	171757418	172119455
ENSG00000267889	2	203104292	203104435
ENSG00000163531	1	204797779	204991950
ENSG00000144161	2	112969102	113012713
ENSG00000173660	1	46769303	46782448
ENSG00000111275	12	112204691	112247782
ENSG00000122335	6	158530536	158589312
ENSG00000052802	4	166248775	166264312
ENSG00000164741	8	12940870	13373167
ENSG00000109072	17	26691290	26700110
ENSG00000109072	17	26691290	26700110
ENSG00000182253	15	99638420	99675798
ENSG00000009830	14	77741299	77787227
ENSG00000161992	16	610422	615528
ENSG00000171045	8	143293441	143484601
ENSG00000156535	6	74405508	74538040
ENSG00000260916	15	55632230	55700708
ENSG00000090372	19	47222764	47250251
ENSG00000055044	2	203130439	203168389
ENSG00000144619	3	2140497	3099645
ENSG00000121579	3	113435307	113465147
ENSG00000125779	20	3869486	3907605
ENSG00000265818	6	8015959	8102763
ENSG00000189099	4	152198323	152212605
ENSG00000133216	1	23037332	23241818
ENSG00000186509	11	57791353	57949088
ENSG00000196796	16	29049923	29064047
ENSG00000138709	4	128982423	129144086
ENSG00000124802	6	8073593	8102811
ENSG00000117481	1	46805849	46830824
ENSG00000055118	7	150642049	150675403
ENSG00000155974	12	66741211	67197966
ENSG00000183248	19	7933605	7939326
ENSG00000088053	19	55525073	55549632
ENSG00000108599	17	19807615	19881656
ENSG00000123810	19	41860326	41870078
ENSG00000085365	5	77656339	77776562
ENSG00000116096	2	73114489	73119287
ENSG00000163631	4	74262831	74287129
ENSG00000165816	10	115999018	116051272
ENSG00000149635	20	45169585	45179213
ENSG00000196900	5	125967414	125971979
ENSG00000007541	16	616995	634136
ENSG00000142937	1	45240923	45244451
ENSG00000254206	16	29392675	29415350
ENSG00000181472	6	151685252	151712683
ENSG00000164142	4	152330368	152584784
ENSG00000261740	16	29454551	29465972
ENSG00000136877	9	130556876	130576606
ENSG00000132963	13	29233241	29253062
ENSG00000255038	11	65834748	65837090
ENSG00000145996	6	20534688	21232635
ENSG00000104067	15	29991571	30261068
ENSG00000155868	5	156564423	156586030
ENSG00000089041	12	121570622	121623876
ENSG00000171017	19	7953390	7966901
ENSG00000249160	5	10505108	10522196
ENSG00000126500	11	63870660	63886645
ENSG00000186665	17	65987217	65989765
ENSG00000128656	2	175664091	175870097
ENSG00000204420	6	31686371	31694491
ENSG00000155906	6	151725989	151773259
ENSG00000117013	1	41249684	41306124
ENSG00000117480	1	46859937	46879520
ENSG00000248098	19	41884215	41930910
ENSG00000183336	16	29464914	29466285
ENSG00000139508	13	29274201	29293107
ENSG00000175115	11	65837834	66012218
ENSG00000261652	15	55700746	55710962
ENSG00000170921	17	61086917	61505060
ENSG00000113368	5	126112315	126172712
ENSG00000113263	5	156569944	156682201
ENSG00000196166	8	38368352	38386180
ENSG00000135241	7	108110866	108210110
ENSG00000214248	19	7963689	7968427
ENSG00000112357	6	137143717	137235075
ENSG00000164236	5	10564442	10650308
ENSG00000168439	11	63952744	63972015
ENSG00000172381	11	57798402	57799403
ENSG00000118298	1	150229554	150237478
ENSG00000172377	11	57885972	57886916
ENSG00000101236	20	3907956	3996229
ENSG00000113319	5	80256491	80525975
ENSG00000186513	11	57957906	57958990
ENSG00000187231	2	179966419	180129517
ENSG00000158296	20	45186463	45304714
ENSG00000152804	10	94447945	94455403
ENSG00000197887	11	57970674	57971653
ENSG00000075407	10	38383264	38414472
ENSG00000177106	11	694438	727727
ENSG00000076984	19	7968728	7979363
ENSG00000172774	11	57982217	57983195
ENSG00000106483	7	37945543	38065297
ENSG00000256061	15	55702723	55800432
ENSG00000174437	12	110718561	110788898
ENSG00000180475	11	57995354	57996390
ENSG00000112115	6	52051185	52055436
ENSG00000172772	11	58034264	58035732
ENSG00000146386	6	139349819	139364439
ENSG00000156110	10	75910960	76469061
ENSG00000197786	11	58125597	58126542
ENSG00000171219	11	64590859	64612041
ENSG00000172769	11	58169937	58170882
ENSG00000172365	11	58189738	58190786
ENSG00000172362	11	58206593	58207646
ENSG00000055211	6	149887430	149912884
ENSG00000142959	1	45249257	45253377
ENSG00000061918	4	156680144	156728743
ENSG00000198283	11	58274648	58275578
ENSG00000166266	11	107879459	107978503
ENSG00000109472	4	166282346	166419472
ENSG00000132938	13	29598748	30077892
ENSG00000182170	11	3239174	3240043
ENSG00000183765	22	29083731	29138410
ENSG00000215193	22	18560689	18613905
ENSG00000257108	16	616996	619495
ENSG00000101204	20	61975420	62009753
ENSG00000141295	17	45915058	45918699
ENSG00000205300	20	4050799	4055812
ENSG00000187323	18	49866542	51057784
ENSG00000112406	6	139456249	139501939
ENSG00000184350	11	3248928	3253616
ENSG00000110031	11	58294344	58345693
ENSG00000059691	4	152591656	152682175
ENSG00000135638	2	73143389	73162020
ENSG00000167083	17	47280153	47287936
ENSG00000145833	5	134094469	134190823
ENSG00000014257	3	132036211	132087142
ENSG00000173065	17	27082996	27182250
ENSG00000161509	17	72838162	72857627
ENSG00000010270	7	38217824	38270272
ENSG00000197587	1	46972668	46979898
ENSG00000224226	17	34493061	34503996
ENSG00000138190	10	94590935	94819250
ENSG00000213079	6	155054459	155155192
ENSG00000163632	3	63805038	63834312
ENSG00000164440	6	139561198	139613276
ENSG00000088826	20	4101627	4168394
ENSG00000112238	6	100054606	100063454
ENSG00000131771	17	37782993	37792879
ENSG00000173846	1	45265897	45271662
ENSG00000197562	16	639357	679272
ENSG00000124596	6	41001366	41065526
ENSG00000187950	12	29565407	29650619
ENSG00000151952	12	129556270	130388211
ENSG00000162456	1	47011316	47017199
ENSG00000171016	15	55831088	55881145
ENSG00000038295	4	166794410	167025047
ENSG00000164530	6	36922209	36932613
ENSG00000152034	6	100367786	100442123
ENSG00000160439	19	55550476	55582659
ENSG00000183785	22	18593097	18629321
ENSG00000135436	12	49976668	49999422
ENSG00000181625	16	29465822	29469540
ENSG00000273294	5	33987279	34124633
ENSG00000105662	19	18794487	18893004
ENSG00000124786	6	8413301	8435794
ENSG00000164620	5	141016517	141020644
ENSG00000075239	11	107992243	108018503
ENSG00000005801	11	3360491	3400448
ENSG00000183733	2	71004442	71017775
ENSG00000147526	8	38585704	38710546
ENSG00000166450	15	55903744	56035288
ENSG00000142949	1	43990858	44089343
ENSG00000272047	6	158589384	158620376
ENSG00000085231	5	68646811	68665840
ENSG00000106266	7	2291405	2393953
ENSG00000188177	2	113033171	113097640
ENSG00000112246	6	100832891	100912805
ENSG00000148926	11	10326227	10328944
ENSG00000152672	2	71035775	71047732
ENSG00000156510	10	70980059	71027315
ENSG00000267618	17	33338368	33448512
ENSG00000181790	8	143530791	143626370
ENSG00000196091	12	101962131	102079796
ENSG00000204052	6	43474707	43478424
ENSG00000166866	12	57422301	57444982
ENSG00000110047	11	64619114	64655768
ENSG00000123700	17	68164814	68176189
ENSG00000112116	6	52101479	52109335
ENSG00000184979	22	18632666	18660164
ENSG00000133302	5	93954052	94075141
ENSG00000139514	13	30083547	30169825
ENSG00000127578	16	679239	684116
ENSG00000089220	12	118573663	118583389
ENSG00000133597	7	140372953	140396061
ENSG00000149043	11	1848709	1858751
ENSG00000225921	6	13615559	13632971
ENSG00000179862	1	41326729	41328018
ENSG00000174996	11	66024765	66035331
ENSG00000130338	6	158733692	158932860
ENSG00000174579	3	135867764	135916083
ENSG00000182747	6	137243402	137246777
ENSG00000074755	17	3907739	4046314
ENSG00000075043	20	62037542	62103993
ENSG00000114573	3	113465866	113530903
ENSG00000146476	6	151773422	151791236
ENSG00000134046	18	51679079	51751158
ENSG00000186625	6	149916009	149970108
ENSG00000215906	1	23279536	23291831
ENSG00000149781	11	63974150	63991354
ENSG00000130731	16	684429	686358
ENSG00000108798	17	47287589	47300587
ENSG00000115211	2	27587219	27593353
ENSG00000227868	1	23337327	23342343
ENSG00000082196	5	34019553	34043937
ENSG00000016402	6	137321108	137366298
ENSG00000168234	18	21572737	21715574
ENSG00000079691	6	25279306	25620758
ENSG00000173926	5	126203406	126366500
ENSG00000115942	2	201773696	201828403
ENSG00000144120	2	120436743	120444083
ENSG00000091181	3	3111233	3168297
ENSG00000162980	2	152645498	152685006
ENSG00000186660	11	58346584	58388515
ENSG00000182606	3	42055294	42267381
ENSG00000171793	1	41445007	41478235
ENSG00000170619	8	146066427	146079121
ENSG00000001617	3	50192478	50226508
ENSG00000213648	16	29467127	29476300
ENSG00000121871	3	164904508	164914897
ENSG00000164442	6	139693393	139695757
ENSG00000112249	6	100956070	101329248
ENSG00000112977	5	10679342	10761384
ENSG00000117362	1	150237804	150241980
ENSG00000182824	22	18721427	18745407
ENSG00000171873	20	4201329	4229721
ENSG00000004487	1	23345941	23410182
ENSG00000111540	12	56367697	56388490
ENSG00000112118	6	52128807	52149679
ENSG00000256394	4	156750881	156787425
ENSG00000079277	1	47023090	47082515
ENSG00000161103	22	18834324	18848562
ENSG00000108179	10	81107225	81115093
ENSG00000170848	19	43406231	43423715
ENSG00000106263	7	2393721	2420380
ENSG00000112763	6	26458150	26476849
ENSG00000255073	11	58346645	58392112
ENSG00000115282	2	74710200	74722013
ENSG00000146857	7	134916731	134943244
ENSG00000072041	12	85253492	85307394
ENSG00000107779	10	88516407	88692595
ENSG00000171453	6	43477440	43497323
ENSG00000122042	13	30338508	30424821
ENSG00000114200	3	165490692	165555260
ENSG00000183628	22	18893541	18901751
ENSG00000105664	19	18893583	18902123
ENSG00000269570	11	58378589	58378759
ENSG00000242689	11	58390146	58393198
ENSG00000116031	2	71057347	71062952
ENSG00000134986	5	110998318	111333161
ENSG00000164743	8	13424352	13425796
