Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	HGNC symbol	Gene type
ENSG00000257268	111269583	111283767	12		lincRNA
ENSG00000257225	42853168	42859930	12		antisense
ENSG00000242963	130701352	130701702	12		pseudogene
ENSG00000259862	130734224	130751270	12		lincRNA
ENSG00000241286	111279342	111280191	12	RPL29P25	pseudogene
ENSG00000256064	130904080	130905564	12		lincRNA
ENSG00000256725	131112861	131200826	12		lincRNA
ENSG00000229117	56510370	56511727	12	RPL41	protein_coding
ENSG00000256343	131135916	131153778	12		lincRNA
ENSG00000256250	131295151	131296983	12		lincRNA
ENSG00000256299	131295366	131297167	12		lincRNA
ENSG00000258068	42879155	42883821	12		sense_intronic
ENSG00000257510	43009305	43040300	12		lincRNA
ENSG00000257687	43020810	43020939	12		pseudogene
ENSG00000257405	43030617	43030913	12		pseudogene
ENSG00000238822	131299898	131299995	12		snoRNA
ENSG00000222438	131354281	131354382	12	RNU6-1077P	snRNA
ENSG00000206850	131391383	131391494	12		misc_RNA
ENSG00000255976	67525347	67525985	12	RAB11AP2	pseudogene
ENSG00000256204	131462107	131463313	12		lincRNA
ENSG00000237766	67659622	67660746	12	GGTA2P	pseudogene
ENSG00000257164	43040385	43080503	12		lincRNA
ENSG00000256037	67745216	67745819	12	MRPL40P1	pseudogene
ENSG00000256151	131474683	131478521	12		lincRNA
ENSG00000256355	67818052	67818766	12	NTAN1P3	pseudogene
ENSG00000256172	67834778	67836339	12		lincRNA
ENSG00000198598	132312938	132336328	12	MMP17	protein_coding
ENSG00000256810	131515115	131520032	12		lincRNA
ENSG00000204603	131649556	131697476	12		lincRNA
ENSG00000240759	43072675	43072926	12		pseudogene
ENSG00000257114	43086018	43110653	12		lincRNA
ENSG00000271272	43323651	43324382	12		pseudogene
ENSG00000185847	111374389	111396012	12		lincRNA
ENSG00000257849	43359925	43361156	12		lincRNA
ENSG00000257373	43373057	43390289	12		lincRNA
ENSG00000257927	43447892	43448189	12	MRPS36P5	pseudogene
ENSG00000258331	43549118	43556913	12		lincRNA
ENSG00000215993	43685298	43685383	12		miRNA
ENSG00000226356	131776613	131777721	12	RPS6P20	pseudogene
ENSG00000258240	111389487	111395616	12		lincRNA
ENSG00000127329	70910630	71031220	12	PTPRB	protein_coding
ENSG00000248703	131780655	131782517	12		lincRNA
ENSG00000212251	131784185	131784296	12	RNA5SP376	rRNA
ENSG00000135148	112563305	112591407	12	TRAFD1	protein_coding
ENSG00000230294	131832015	131852100	12		lincRNA
ENSG00000151164	110939460	110969891	12	RAD9B	protein_coding
ENSG00000221259	111511772	111511893	12		miRNA
ENSG00000256484	131851205	131855604	12		lincRNA
ENSG00000256209	131953856	131977496	12		lincRNA
ENSG00000255704	132081402	132081660	12		pseudogene
ENSG00000221386	111740604	111740703	12		miRNA
ENSG00000135482	56511943	56516278	12	ZC3H10	protein_coding
ENSG00000253080	111777331	111777425	12	RNA5SP373	rRNA
ENSG00000257595	111807086	111841114	12		lincRNA
ENSG00000257539	111819671	111823442	12	HSPA8P14	pseudogene
ENSG00000241251	43954587	43955100	12		pseudogene
ENSG00000257813	43963572	43965841	12		pseudogene
ENSG00000271508	44026896	44027084	12		pseudogene
ENSG00000257907	44053630	44054904	12	EEF1A1P17	pseudogene
ENSG00000089053	121746048	121837699	12	ANAPC5	protein_coding
ENSG00000257742	44112796	44117803	12		lincRNA
ENSG00000135447	54969171	54982443	12	PPP1R1A	protein_coding
ENSG00000257896	44130431	44134870	12		pseudogene
ENSG00000258212	44402423	44403946	12		pseudogene
ENSG00000256258	132106436	132107748	12		lincRNA
ENSG00000256424	132131658	132132666	12		lincRNA
ENSG00000212154	132145608	132145719	12	RNA5SP377	rRNA
ENSG00000135413	55024595	55028679	12	LACRT	protein_coding
ENSG00000196946	8290733	8341133	12	ZNF705A	protein_coding
ENSG00000203585	67913609	67960906	12		lincRNA
ENSG00000256077	67964977	67983767	12		lincRNA
ENSG00000235872	68052771	68064699	12		antisense
ENSG00000266269	111925282	111925382	12		miRNA
ENSG00000272215	112002625	112002687	12		snRNA
ENSG00000255970	68102827	68123255	12		lincRNA
ENSG00000249926	132147141	132149249	12		lincRNA
ENSG00000255772	68323015	68363797	12		lincRNA
ENSG00000256835	68371887	68372167	12		pseudogene
ENSG00000255733	68383225	68628466	12	IFNG-AS1	antisense
ENSG00000123384	57522276	57607134	12	LRP1	protein_coding
ENSG00000244432	68395174	68395328	12	RPL39P28	pseudogene
ENSG00000161634	55038375	55042277	12	DCD	protein_coding
ENSG00000236946	68429547	68430633	12	HNRNPA1P70	pseudogene
ENSG00000256708	68537098	68537470	12		pseudogene
ENSG00000251301	68726668	68845443	12		lincRNA
ENSG00000238168	112019179	112019607	12		pseudogene
ENSG00000258099	112037302	112038060	12		antisense
ENSG00000139324	88536073	88593664	12	TMTC3	protein_coding
ENSG00000139641	56512034	56538455	12	ESYT1	protein_coding
ENSG00000257947	44638177	44657765	12		antisense
ENSG00000257864	44642215	44642787	12		pseudogene
ENSG00000201788	45274651	45274752	12		misc_RNA
ENSG00000257319	45444684	45496890	12		antisense
ENSG00000257331	45457256	45459134	12		pseudogene
ENSG00000257572	45465552	45466626	12		pseudogene
ENSG00000172551	55224303	55252177	12	MUCL1	protein_coding
ENSG00000199556	45511554	45511671	12	RNA5SP361	rRNA
ENSG00000134297	45566847	45609824	12	PLEKHA8P1	pseudogene
ENSG00000256273	68738444	68743739	12		lincRNA
ENSG00000177169	132379196	132407712	12	ULK1	protein_coding
ENSG00000256075	68867521	68868682	12		pseudogene
ENSG00000256917	68881467	68881643	12		pseudogene
ENSG00000240087	68946775	68947662	12		pseudogene
ENSG00000234040	69020650	69020967	12		pseudogene
ENSG00000089060	113736564	113797298	12	SLC8B1	protein_coding
ENSG00000258359	112107656	112108166	12	PCNPP1	pseudogene
ENSG00000257877	112250597	112251224	12		lincRNA
ENSG00000234608	112277571	112280706	12	MAPKAPK5-AS1	lincRNA
ENSG00000257738	45594600	45595334	12		pseudogene
ENSG00000257368	45838549	45839221	12		pseudogene
ENSG00000257657	45875654	46004403	12		lincRNA
ENSG00000248594	112277571	112279211	12		pseudogene
ENSG00000243499	132152037	132152791	12	RPS6P21	pseudogene
ENSG00000244060	112317142	112318053	12	RPS2P41	pseudogene
ENSG00000255933	132241511	132242592	12		lincRNA
ENSG00000200516	132285860	132285979	12	RNA5SP378	rRNA
ENSG00000255692	120137573	120138816	12		protein_coding
ENSG00000239178	45948373	45948442	12	RNU6-671P	snRNA
ENSG00000135426	55341802	55378530	12	TESPA1	protein_coding
ENSG00000273015	46119510	46121558	12	LINC00938	lincRNA
ENSG00000265093	46267812	46268111	12	RN7SL246P	misc_RNA
ENSG00000270429	46274733	46276049	12	KNOP1P2	pseudogene
ENSG00000239397	46397821	46398468	12		pseudogene
ENSG00000171847	8373856	8380214	12	FAM90A1	protein_coding
ENSG00000135127	120427673	120532298	12	CCDC64	protein_coding
ENSG00000110881	50451331	50477394	12	ASIC1	protein_coding
ENSG00000173064	112597992	112819896	12	HECTD4	protein_coding
ENSG00000205846	8608522	8630926	12	CLEC6A	protein_coding
ENSG00000200483	132299808	132299913	12	RNU6-1017P	snRNA
ENSG00000206650	69021014	69021155	12	SNORA70G	snoRNA
ENSG00000258096	46765246	46767561	12		antisense
ENSG00000256955	132341965	132348596	12		lincRNA
ENSG00000234925	69036299	69036773	12		pseudogene
ENSG00000257261	46777462	46850051	12		lincRNA
ENSG00000255992	132409281	132413896	12		lincRNA
ENSG00000257496	46778016	46780774	12		lincRNA
ENSG00000272369	46931285	47046333	12		lincRNA
ENSG00000272963	46986356	46987088	12	OR7A19P	pseudogene
ENSG00000271905	132486235	132486320	12		miRNA
ENSG00000166527	8662071	8674962	12	CLEC4D	protein_coding
ENSG00000208892	132515769	132515904	12	SNORA49	snoRNA
ENSG00000270018	112335140	112335710	12		lincRNA
ENSG00000271642	47075854	47076496	12		pseudogene
ENSG00000229186	112337067	112340042	12	ADAM1A	pseudogene
ENSG00000258352	47529281	47532153	12		pseudogene
ENSG00000257000	132562348	132565005	12		antisense
ENSG00000256804	132611006	132611309	12		pseudogene
ENSG00000256576	132671287	132674240	12		lincRNA
ENSG00000256312	132674758	132675542	12		lincRNA
ENSG00000256943	132851977	132854915	12		antisense
ENSG00000166523	8685901	8693559	12	CLEC4E	protein_coding
ENSG00000256542	132853935	132855447	12		antisense
ENSG00000247363	69068151	69081535	12		lincRNA
ENSG00000255916	132906436	132908161	12		antisense
ENSG00000241825	69078375	69080088	12	RPL7P42	pseudogene
ENSG00000233560	69099414	69100846	12	KRT8P39	pseudogene
ENSG00000256678	69198791	69199259	12		pseudogene
ENSG00000256325	69221898	69222333	12		antisense
ENSG00000135517	56843286	56862950	12	MIP	protein_coding
ENSG00000177192	132413745	132428406	12	PUS1	protein_coding
ENSG00000226469	112364822	112366821	12	ADAM1B	pseudogene
ENSG00000175183	77252495	77272840	12	CSRP2	protein_coding
ENSG00000176422	56862301	56864763	12	SPRYD4	protein_coding
ENSG00000196850	110969120	111021125	12	PPTC7	protein_coding
ENSG00000258373	112430800	112431679	12	SLC25A3P2	pseudogene
ENSG00000257624	112438543	112438789	12		pseudogene
ENSG00000266370	112475403	112475519	12	MIR3657	miRNA
ENSG00000111732	8754762	8765467	12	AICDA	protein_coding
ENSG00000258323	112501713	112503559	12		antisense
ENSG00000200688	112506908	112507013	12		misc_RNA
ENSG00000200135	112587164	112587276	12		misc_RNA
ENSG00000257494	112694604	112696895	12		antisense
ENSG00000263838	47581595	47581674	12	MIR4698	miRNA
ENSG00000256783	133033746	133036610	12		lincRNA
ENSG00000247774	47599681	47610239	12	PCED1B-AS1	processed_transcript
ENSG00000256875	133038828	133039442	12		lincRNA
ENSG00000135423	56864736	56882198	12	GLS2	protein_coding
ENSG00000201428	112704881	112705198	12	RN7SKP71	misc_RNA
ENSG00000213152	112739674	112740467	12	RPL7AP60	pseudogene
ENSG00000257658	112759563	112760893	12		pseudogene
ENSG00000257925	47631517	47672804	12		antisense
ENSG00000257181	69235068	69237017	12		antisense
ENSG00000256664	69235726	69236164	12		pseudogene
ENSG00000258181	47641907	47651322	12		lincRNA
ENSG00000221560	113132839	113132981	12	MIR1302-1	miRNA
ENSG00000258116	47735397	47735872	12		pseudogene
ENSG00000257452	113345433	113455556	12		antisense
ENSG00000199566	47739949	47740080	12		snoRNA
ENSG00000257924	47747537	47763718	12		lincRNA
ENSG00000264906	47757969	47758052	12	MIR4494	miRNA
ENSG00000257906	47808791	47813962	12		lincRNA
ENSG00000258159	113453412	113453903	12		pseudogene
ENSG00000258369	47856870	47857404	12		pseudogene
ENSG00000257807	47878472	47879505	12		pseudogene
ENSG00000252770	69305701	69305762	12	RNU7-4P	snRNA
ENSG00000257905	47986991	47987223	12		pseudogene
ENSG00000257289	69307584	69307802	12		pseudogene
ENSG00000263910	69350186	69350266	12		miRNA
ENSG00000257433	48099868	48136077	12		lincRNA
ENSG00000257336	69351157	69351457	12	PRELID2P1	pseudogene
ENSG00000252547	69511348	69511432	12		miRNA
ENSG00000258140	69605903	69618022	12		lincRNA
ENSG00000257818	69678177	69679265	12		pseudogene
ENSG00000165891	77415027	77459360	12	E2F7	protein_coding
ENSG00000257764	69747273	69748005	12		antisense
ENSG00000266185	69794683	69794978	12	RN7SL804P	misc_RNA
ENSG00000241765	69816436	69816775	12		pseudogene
ENSG00000257507	69843250	69854504	12		lincRNA
ENSG00000264405	69978502	69978603	12	MIR3913-2	miRNA
ENSG00000264405	69978502	69978603	12	MIR3913-1	miRNA
ENSG00000247131	70107413	70132348	12		antisense
ENSG00000183495	132434508	132565005	12	EP400	protein_coding
ENSG00000204852	111051832	111087235	12	TCTN1	protein_coding
ENSG00000170633	121837844	121868389	12	RNF34	protein_coding
ENSG00000257815	70297813	70637140	12		antisense
ENSG00000049130	88886570	88974628	12	KITLG	protein_coding
ENSG00000204583	133179736	133187037	12	LRCOL1	lincRNA
ENSG00000257241	70340323	70340861	12		antisense
ENSG00000257139	70574118	70595784	12		lincRNA
ENSG00000257613	70612912	70615642	12		lincRNA
ENSG00000222405	70837564	70837703	12	RNU4-65P	snRNA
ENSG00000268721	70840240	70841365	12		pseudogene
ENSG00000258168	70861860	70932859	12		antisense
ENSG00000242461	113491867	113492240	12	RPS15AP32	pseudogene
ENSG00000199899	113594570	113594666	12		misc_RNA
ENSG00000233796	113596556	113596917	12		pseudogene
ENSG00000201208	113616228	113616324	12		misc_RNA
ENSG00000257286	113623429	113629966	12		antisense
ENSG00000257935	113909808	113918429	12		antisense
ENSG00000238487	114040596	114040658	12	RNU7-114P	snRNA
ENSG00000249550	114117264	114211488	12		lincRNA
ENSG00000201469	133300531	133300643	12	RNA5SP379	rRNA
ENSG00000256108	133321742	133322315	12		pseudogene
ENSG00000232888	133402287	133402772	12	RPS11P5	pseudogene
ENSG00000252079	133411960	133412086	12	RNU6-327P	snRNA
ENSG00000236617	133464428	133465169	12		antisense
ENSG00000255703	133476570	133476954	12		pseudogene
ENSG00000250790	133488056	133489173	12		lincRNA
ENSG00000123307	55413729	55423798	12	NEUROD4	protein_coding
ENSG00000257231	114227347	114227612	12		pseudogene
ENSG00000257359	114370374	114375060	12		antisense
ENSG00000257603	114514938	114517707	12		lincRNA
ENSG00000257997	114518186	114551294	12		lincRNA
ENSG00000111737	120532899	120555306	12	RAB35	protein_coding
ENSG00000170605	55523465	55524586	12	OR9K2	protein_coding
ENSG00000179919	55614809	55615759	12	OR10A7	protein_coding
ENSG00000066117	50478755	50494495	12	SMARCD1	protein_coding
ENSG00000268519	77949297	77950568	12		protein_coding
ENSG00000197706	55640982	55642086	12	OR6C74	protein_coding
ENSG00000188324	55688072	55689016	12	OR6C6	protein_coding
ENSG00000257302	71065698	71066636	12	FAHD2P1	pseudogene
ENSG00000207387	71300697	71300798	12		misc_RNA
ENSG00000257265	71401553	71425863	12		lincRNA
ENSG00000257454	71427902	71498306	12		sense_intronic
ENSG00000257761	71976073	71977632	12		antisense
ENSG00000257300	114535487	114536028	12	HAUS8P1	pseudogene
ENSG00000257915	114542347	114543736	12	GLULP5	pseudogene
ENSG00000212461	72033135	72033263	12		snoRNA
ENSG00000257476	114676775	114679575	12		lincRNA
ENSG00000255399	114845996	114850636	12	TBX5-AS1	antisense
ENSG00000089094	121866900	122018920	12	KDM2B	protein_coding
ENSG00000067798	78224685	78606790	12	NAV3	protein_coding
ENSG00000205330	55714346	55715408	12	OR6C1	protein_coding
ENSG00000256563	133548924	133549476	12	NANOGNBP2	pseudogene
ENSG00000252269	133571776	133571888	12	RNU4ATAC12P	snRNA
ENSG00000246394	133606975	133613808	12		lincRNA
ENSG00000205329	55725485	55726420	12	OR6C3	protein_coding
ENSG00000187857	55758895	55759833	12	OR6C75	protein_coding
ENSG00000205328	55794214	55795289	12	OR6C65	protein_coding
ENSG00000185821	55820038	55820976	12	OR6C76	protein_coding
ENSG00000179695	55845998	55846936	12	OR6C2	protein_coding
ENSG00000257515	72102951	72104154	12		lincRNA
ENSG00000184954	55862984	55863922	12	OR6C70	protein_coding
ENSG00000205327	55886147	55887100	12	OR6C68	protein_coding
ENSG00000179626	55944983	55946028	12	OR6C4	protein_coding
ENSG00000089154	120565007	120632513	12	GCN1L1	protein_coding
ENSG00000179615	55968199	55969128	12	OR2AP1	protein_coding
ENSG00000175398	56030644	56031638	12	OR10P1	protein_coding
ENSG00000222982	114942681	114942992	12	RN7SKP216	misc_RNA
ENSG00000255830	114986659	114987657	12		pseudogene
ENSG00000170439	56075330	56078395	12	METTL7B	protein_coding
ENSG00000076067	56915713	56984745	12	RBMS2	protein_coding
ENSG00000196465	56546040	56553431	12	MYL6B	protein_coding
ENSG00000265632	114988567	114988654	12		miRNA
ENSG00000258244	115025999	115026607	12	OSTF1P1	pseudogene
ENSG00000258254	115059566	115060727	12		lincRNA
ENSG00000199220	115095754	115095867	12		misc_RNA
ENSG00000257817	115151616	115205762	12		lincRNA
ENSG00000252459	115175509	115175603	12		snoRNA
ENSG00000257517	115206479	115209656	12		lincRNA
ENSG00000257958	115515130	115517958	12		lincRNA
ENSG00000257519	115700975	115708401	12		lincRNA
ENSG00000271579	115737393	115738513	12		lincRNA
ENSG00000258108	116007469	116019544	12		lincRNA
ENSG00000257410	72187635	72193407	12		lincRNA
ENSG00000258280	116014481	116015420	12		lincRNA
ENSG00000257991	72228814	72229176	12		pseudogene
ENSG00000257802	72243008	72244208	12	MRS2P2	pseudogene
ENSG00000257407	116019866	116077539	12		lincRNA
ENSG00000241656	116030409	116030788	12	UBA52P7	pseudogene
ENSG00000240205	116155530	116155816	12	RN7SL865P	misc_RNA
ENSG00000257781	116193067	116237741	12		lincRNA
ENSG00000255807	133610089	133610542	12	PTP4A1P2	pseudogene
ENSG00000258115	72439929	72451157	12		antisense
ENSG00000200066	133664099	133664201	12		misc_RNA
ENSG00000271963	133692278	133698926	12		antisense
ENSG00000236333	72647288	72668687	12	TRHDE-AS1	processed_transcript
ENSG00000240991	133702065	133702538	12	RPL23AP67	pseudogene
ENSG00000257683	116248164	116323942	12		lincRNA
ENSG00000200112	116290453	116290523	12		snoRNA
ENSG00000255919	133793796	133794261	12		pseudogene
ENSG00000239190	133814921	133815024	12	RNU6-717P	snRNA
ENSG00000238443	133815041	133815135	12		misc_RNA
ENSG00000258034	116398992	116400538	12		antisense
ENSG00000200665	116520375	116520481	12	RNU6-1188P	snRNA
ENSG00000139318	89741009	89747048	12	DUSP6	protein_coding
ENSG00000207967	116586365	116586459	12	MIR620	miRNA
ENSG00000153233	71031853	71314623	12	PTPRR	protein_coding
ENSG00000135424	56078352	56109827	12	ITGA7	protein_coding
ENSG00000257287	72825502	72825855	12		pseudogene
ENSG00000257723	73004458	73005096	12	CHCHD3P2	pseudogene
ENSG00000151176	113796371	113827203	12	PLBD2	protein_coding
ENSG00000111581	69080514	69136785	12	NUP107	protein_coding
ENSG00000257979	116606850	116607063	12	SNRPGP18	pseudogene
ENSG00000258337	116612307	116619100	12		sense_intronic
ENSG00000263768	116693688	116693793	12		miRNA
ENSG00000258346	116806569	116827276	12		lincRNA
ENSG00000258235	73121703	73122624	12		lincRNA
ENSG00000197614	8789942	8815484	12	MFAP5	protein_coding
ENSG00000216084	73184231	73184425	12		miRNA
ENSG00000258294	73509737	73537638	12		processed_transcript
ENSG00000167588	50497602	50505102	12	GPD1	protein_coding
ENSG00000264037	116866057	116866123	12	MIR4472-2	miRNA
ENSG00000258018	116955663	116956625	12		lincRNA
ENSG00000182379	57610578	57620232	12	NXPH4	protein_coding
ENSG00000257488	48220637	48231681	12		lincRNA
ENSG00000139146	31433518	31479992	12	FAM60A	protein_coding
ENSG00000205537	48276432	48295308	12		antisense
ENSG00000258203	48399060	48405010	12		lincRNA
ENSG00000257985	48405087	48419252	12		antisense
ENSG00000240399	48448596	48449374	12		pseudogene
ENSG00000222635	48475102	48475211	12	RNU6-1203P	snRNA
ENSG00000226138	48478833	48479204	12		pseudogene
ENSG00000258051	48554028	48554661	12		pseudogene
ENSG00000257885	48562630	48563442	12		pseudogene
ENSG00000257848	48565373	48567136	12		pseudogene
ENSG00000258123	73552970	73602097	12		lincRNA
ENSG00000182199	57623110	57628718	12	SHMT2	protein_coding
ENSG00000177340	31477250	31478879	12		protein_coding
ENSG00000185684	132568828	132613029	12	EP400NL	protein_coding
ENSG00000170456	31535157	31744031	12	DENND5B	protein_coding
ENSG00000257682	73597595	73600615	12		lincRNA
ENSG00000243164	74042446	74042819	12		pseudogene
ENSG00000252415	74072968	74073076	12	RNU6-1012P	snRNA
ENSG00000257750	74154469	74192507	12		lincRNA
ENSG00000201809	74158059	74158193	12		snoRNA
ENSG00000272231	74293650	74293732	12		miRNA
ENSG00000257587	74300720	74313117	12		lincRNA
ENSG00000264155	74411555	74411636	12		miRNA
ENSG00000258332	74432866	74439608	12		lincRNA
ENSG00000135094	113830250	113864106	12	SDS	protein_coding
ENSG00000251138	74526946	74796315	12		lincRNA
ENSG00000196668	116971227	116974323	12	LINC00173	processed_transcript
ENSG00000139323	89813495	89919801	12	POC1B	protein_coding
ENSG00000258102	116985911	116992186	12		lincRNA
ENSG00000258249	117037075	117041390	12		lincRNA
ENSG00000258234	48624881	48677993	12		lincRNA
ENSG00000258273	48727538	48727684	12		pseudogene
ENSG00000257735	48744728	48836194	12		antisense
ENSG00000139410	113860042	113876081	12	SDSL	protein_coding
ENSG00000257883	117099387	117135870	12		lincRNA
ENSG00000257654	117136141	117140935	12		lincRNA
ENSG00000239374	117193200	117193679	12		pseudogene
ENSG00000185163	132621139	132628880	12	DDX51	protein_coding
ENSG00000089009	112842994	112856642	12	RPL6	protein_coding
ENSG00000201382	117219910	117220013	12	RNU6-558P	snRNA
ENSG00000240100	117346117	117346432	12		pseudogene
ENSG00000257763	48749575	48750397	12	OR5BK1P	pseudogene
ENSG00000258024	48779200	48780048	12	OR5BT1P	pseudogene
ENSG00000257792	48788293	48789175	12	OR5BJ1P	pseudogene
ENSG00000273434	48810933	48811120	12	OR8S21P	pseudogene
ENSG00000226413	48835813	48836730	12	OR8T1P	pseudogene
ENSG00000258121	48877070	48894744	12		antisense
ENSG00000240443	48881729	48882191	12	RPS10P20	pseudogene
ENSG00000198678	48953665	48956739	12	OR5BS1P	pseudogene
ENSG00000224709	49021671	49022565	12	OR11M1P	pseudogene
ENSG00000076108	56989380	57030600	12	BAZ2A	protein_coding
ENSG00000111666	102090725	102137918	12	CHPT1	protein_coding
ENSG00000257279	117415247	117425142	12		antisense
ENSG00000258285	117537286	117579896	12		lincRNA
ENSG00000258320	74564225	74565610	12		pseudogene
ENSG00000257183	74642417	74677449	12		lincRNA
ENSG00000257113	74668732	74669011	12		pseudogene
ENSG00000257364	74686104	74686876	12		pseudogene
ENSG00000092841	56551945	56557280	12	MYL6	protein_coding
ENSG00000257465	117683356	117683969	12	TCEB1P32	pseudogene
ENSG00000255686	117890817	117894791	12		antisense
ENSG00000256071	118327259	118328813	12		antisense
ENSG00000221280	118604604	118604676	12		miRNA
ENSG00000240342	118683877	118684807	12	RPS2P5	pseudogene
ENSG00000270482	118813155	118814080	12		lincRNA
ENSG00000255714	119083120	119086529	12		lincRNA
ENSG00000241590	119175769	119176316	12	RPL17P37	pseudogene
ENSG00000166532	8834196	8935691	12	RIMKLB	protein_coding
ENSG00000089157	120634489	120639038	12	RPLP0	protein_coding
ENSG00000257386	74931925	74932413	12		antisense
ENSG00000257323	75050341	75050640	12		pseudogene
ENSG00000221491	49048165	49048301	12	SNORA34	snoRNA
ENSG00000206612	49050431	49050565	12	SNORA2A	snoRNA
ENSG00000207313	49061240	49061376	12	SNORA2B	snoRNA
ENSG00000257653	49159977	49161106	12		antisense
ENSG00000257594	89913185	89920039	12	GALNT4	protein_coding
ENSG00000089116	113899839	113910085	12	LHX5	protein_coding
ENSG00000184967	132628993	132637013	12	NOC4L	protein_coding
ENSG00000264201	49165758	49165820	12	MIR4701	miRNA
ENSG00000257660	49182930	49184318	12		lincRNA
ENSG00000178449	50505762	50514240	12	COX14	protein_coding
ENSG00000271547	49194359	49194869	12		pseudogene
ENSG00000207467	49203694	49203799	12		misc_RNA
ENSG00000199394	49285913	49286011	12	RNU6-600P	snRNA
ENSG00000239617	49297201	49297596	12		pseudogene
ENSG00000201678	49321722	49321816	12		misc_RNA
ENSG00000122965	114254543	114404176	12	RBM19	protein_coding
ENSG00000139624	50523575	50561288	12	CERS5	protein_coding
ENSG00000166535	8975068	9039597	12	A2ML1	protein_coding
ENSG00000175782	69139886	69187508	12	SLC35E3	protein_coding
ENSG00000182870	132680924	132905935	12	GALNT9	protein_coding
ENSG00000258053	71441182	71512027	12		protein_coding
ENSG00000238395	49354521	49354619	12		snoRNA
ENSG00000200303	49369326	49369429	12	RNU6-940P	snRNA
ENSG00000258283	49388933	49390117	12		antisense
ENSG00000257913	49392150	49412988	12		antisense
ENSG00000257346	49483991	49487095	12		antisense
ENSG00000127324	71518865	71835678	12	TSPAN8	protein_coding
ENSG00000259075	89913185	89920039	12	POC1B-GALNT4	protein_coding
ENSG00000067715	79257773	79845788	12	SYT1	protein_coding
ENSG00000251695	69186125	69187743	12		protein_coding
ENSG00000188646	75057554	75057921	12		pseudogene
ENSG00000257998	75121818	75122631	12		pseudogene
ENSG00000258017	49521565	49541652	12		antisense
ENSG00000257434	75414749	75438573	12		antisense
ENSG00000200309	49526636	49526730	12		misc_RNA
ENSG00000258101	49627352	49658539	12		antisense
ENSG00000258232	49658939	49667089	12		antisense
ENSG00000254451	75628520	75692288	12		antisense
ENSG00000258334	49686414	49718359	12		antisense
ENSG00000257954	49783299	49783945	12		pseudogene
ENSG00000257464	49836207	49836435	12		pseudogene
ENSG00000257964	49970623	49971288	12		antisense
ENSG00000199237	49986887	49986996	12	RNU6-834P	snRNA
ENSG00000258284	49987874	49988041	12	POLR2KP1	pseudogene
ENSG00000257243	49988931	49989471	12		pseudogene
ENSG00000258112	75651415	75652414	12		pseudogene
ENSG00000258104	50013117	50013395	12	HIGD1AP9	pseudogene
ENSG00000257823	75699232	75700137	12		pseudogene
ENSG00000257570	50103020	50103119	12		pseudogene
ENSG00000257497	75877904	75883600	12		antisense
ENSG00000257730	50164743	50164919	12	LSM6P2	pseudogene
ENSG00000258057	50222325	50234926	12	BCDIN3D-AS1	antisense
ENSG00000182500	122064455	122080583	12	ORAI1	protein_coding
ENSG00000135679	69201956	69239214	12	MDM2	protein_coding
ENSG00000257253	50254990	50259528	12		lincRNA
ENSG00000242041	50256956	50257286	12		pseudogene
ENSG00000258135	50302665	50305646	12		lincRNA
ENSG00000139292	71833550	71980090	12	LGR5	protein_coding
ENSG00000139160	31800094	31826048	12	METTL20	protein_coding
ENSG00000139613	56556767	56583351	12	SMARCC2	protein_coding
ENSG00000258077	75956982	76377795	12		lincRNA
ENSG00000070961	89981828	90103077	12	ATP2B1	protein_coding
ENSG00000257777	75993827	75995331	12		pseudogene
ENSG00000258245	76082574	76082876	12		pseudogene
ENSG00000251893	76082932	76083084	12		snoRNA
ENSG00000139714	122089024	122110537	12	MORN3	protein_coding
ENSG00000151743	31824071	31882108	12	AMN1	protein_coding
ENSG00000257771	50305736	50324103	12		lincRNA
ENSG00000122986	111065646	111142755	12	HVCN1	protein_coding
ENSG00000257588	50345295	50356707	12		antisense
ENSG00000188735	122150658	122220907	12	TMEM120B	protein_coding
ENSG00000258088	76087790	76092596	12		lincRNA
ENSG00000264062	76118233	76118321	12		miRNA
ENSG00000258091	76319993	76320247	12		pseudogene
ENSG00000243420	76351614	76351910	12	RN7SL734P	misc_RNA
ENSG00000257329	76358220	76360842	12		lincRNA
ENSG00000198923	76357812	76358780	12		pseudogene
ENSG00000257453	76424274	76425158	12		antisense
ENSG00000179295	112856155	112947717	12	PTPN11	protein_coding
ENSG00000257839	76426438	76427677	12		processed_transcript
ENSG00000257941	76451318	76451895	12		pseudogene
ENSG00000258304	76509491	76509880	12		pseudogene
ENSG00000257872	76531205	76532390	12		pseudogene
ENSG00000257378	50348422	50349908	12		antisense
ENSG00000252858	76533347	76533451	12	RNU6-1271P	snRNA
ENSG00000257219	76653619	76698911	12		lincRNA
ENSG00000139725	122215664	122241309	12	RHOF	protein_coding
ENSG00000223273	76709531	76709828	12	RN7SKP172	misc_RNA
ENSG00000257526	76956074	77009211	12		lincRNA
ENSG00000213272	76993451	76994250	12		pseudogene
ENSG00000271142	77013166	77013823	12	YWHAQP7	pseudogene
ENSG00000243071	77054185	77054664	12		pseudogene
ENSG00000185633	57628686	57634498	12	NDUFA4L2	protein_coding
ENSG00000110955	57031959	57039798	12	ATP5B	protein_coding
ENSG00000272368	50505980	50559203	12		processed_transcript
ENSG00000257298	50579363	50585146	12		sense_intronic
ENSG00000257531	50611445	50612126	12		pseudogene
