ens_ID	transcript_ID	transcript_biotype
ENSG00000010704	ENST00000353147	protein_coding
ENSG00000148925	ENST00000526841	protein_coding
ENSG00000147813	ENST00000435154	protein_coding
ENSG00000178971	ENST00000315684	protein_coding
ENSG00000188343	ENST00000523453	protein_coding
ENSG00000172123	ENST00000394562	protein_coding
ENSG00000072364	ENST00000425658	protein_coding
ENSG00000252348	ENST00000516539	snRNA
ENSG00000121236	ENST00000507320	protein_coding
ENSG00000204396	ENST00000375686	protein_coding
ENSG00000178971	ENST00000581729	protein_coding
ENSG00000212319	ENST00000391017	misc_RNA
ENSG00000188343	ENST00000520955	protein_coding
ENSG00000201511	ENST00000364641	misc_RNA
ENSG00000178971	ENST00000580299	protein_coding
ENSG00000201121	ENST00000364251	misc_RNA
ENSG00000100036	ENST00000343605	protein_coding
ENSG00000188343	ENST00000519135	protein_coding
ENSG00000204396	ENST00000447450	protein_coding
ENSG00000156011	ENST00000327040	protein_coding
ENSG00000103249	ENST00000262318	protein_coding
ENSG00000100036	ENST00000406566	protein_coding
ENSG00000172123	ENST00000304905	protein_coding
ENSG00000100036	ENST00000451479	protein_coding
ENSG00000090971	ENST00000205194	protein_coding
ENSG00000188343	ENST00000517718	protein_coding
ENSG00000163466	ENST00000315717	protein_coding
ENSG00000010704	ENST00000352392	protein_coding
ENSG00000213699	ENST00000344420	protein_coding
ENSG00000188501	ENST00000341509	protein_coding
ENSG00000153339	ENST00000283351	protein_coding
ENSG00000121236	ENST00000380107	protein_coding
ENSG00000100036	ENST00000300385	protein_coding
ENSG00000188690	ENST00000368797	protein_coding
ENSG00000156011	ENST00000286485	protein_coding
ENSG00000188343	ENST00000521641	protein_coding
ENSG00000172123	ENST00000452764	protein_coding
ENSG00000163466	ENST00000420104	protein_coding
ENSG00000090971	ENST00000591590	protein_coding
ENSG00000188343	ENST00000519679	protein_coding
ENSG00000164118	ENST00000503780	protein_coding
ENSG00000156011	ENST00000428502	protein_coding
ENSG00000164118	ENST00000505124	protein_coding
ENSG00000177519	ENST00000325926	protein_coding
ENSG00000090971	ENST00000587400	protein_coding
ENSG00000156011	ENST00000523619	protein_coding
ENSG00000090971	ENST00000588985	protein_coding
ENSG00000010704	ENST00000349999	protein_coding
ENSG00000010704	ENST00000349999	protein_coding
ENSG00000105392	ENST00000566686	protein_coding
ENSG00000103249	ENST00000569851	protein_coding
ENSG00000135966	ENST00000393359	protein_coding
ENSG00000113302	ENST00000231228	protein_coding
ENSG00000158669	ENST00000396987	protein_coding
ENSG00000147813	ENST00000449291	protein_coding
ENSG00000188690	ENST00000368786	protein_coding
ENSG00000172123	ENST00000447040	protein_coding
ENSG00000202177	ENST00000365307	misc_RNA
ENSG00000121236	ENST00000380097	protein_coding
ENSG00000121236	ENST00000380097	protein_coding
ENSG00000121236	ENST00000380097	protein_coding
ENSG00000213699	ENST00000416475	protein_coding
ENSG00000172123	ENST00000445092	protein_coding
ENSG00000264118	ENST00000584282	misc_RNA
ENSG00000164118	ENST00000457424	protein_coding
ENSG00000158669	ENST00000519853	protein_coding
ENSG00000121236	ENST00000445329	protein_coding
ENSG00000135966	ENST00000258449	protein_coding
ENSG00000135966	ENST00000258449	protein_coding
ENSG00000188501	ENST00000537670	protein_coding
ENSG00000072364	ENST00000421773	protein_coding
ENSG00000241756	ENST00000468131	misc_RNA
ENSG00000158669	ENST00000520223	protein_coding
ENSG00000167065	ENST00000404885	protein_coding
ENSG00000153339	ENST00000582539	protein_coding
ENSG00000123384	ENST00000243077	protein_coding
ENSG00000147813	ENST00000340490	protein_coding
ENSG00000121236	ENST00000515022	protein_coding
ENSG00000167065	ENST00000407308	protein_coding
ENSG00000170214	ENST00000306675	protein_coding
ENSG00000153339	ENST00000581057	protein_coding
ENSG00000156011	ENST00000520858	protein_coding
ENSG00000103249	ENST00000564568	protein_coding
ENSG00000121236	ENST00000506134	protein_coding
ENSG00000164118	ENST00000514712	protein_coding
ENSG00000147813	ENST00000426292	protein_coding
ENSG00000147813	ENST00000426292	protein_coding
ENSG00000206631	ENST00000383904	snRNA
ENSG00000206912	ENST00000384185	misc_RNA
ENSG00000164118	ENST00000515299	protein_coding
ENSG00000123384	ENST00000338962	protein_coding
ENSG00000156011	ENST00000519851	protein_coding
ENSG00000174808	ENST00000395743	protein_coding
ENSG00000103249	ENST00000448525	protein_coding
ENSG00000188690	ENST00000420761	protein_coding
ENSG00000243678	ENST00000514264	protein_coding
ENSG00000164118	ENST00000503053	protein_coding
ENSG00000123384	ENST00000554174	protein_coding
ENSG00000153339	ENST00000577474	protein_coding
ENSG00000010704	ENST00000317896	protein_coding
ENSG00000010704	ENST00000317896	protein_coding
ENSG00000174808	ENST00000512743	protein_coding
ENSG00000047188	ENST00000161863	protein_coding
ENSG00000259471	ENST00000558797	protein_coding
ENSG00000153339	ENST00000582513	protein_coding
ENSG00000167065	ENST00000403268	protein_coding
ENSG00000150764	ENST00000440460	protein_coding
ENSG00000105392	ENST00000221996	protein_coding
ENSG00000243678	ENST00000513177	protein_coding
ENSG00000153339	ENST00000578658	protein_coding
ENSG00000164118	ENST00000426172	protein_coding
ENSG00000150764	ENST00000315253	protein_coding
ENSG00000123384	ENST00000554118	protein_coding
ENSG00000164118	ENST00000296519	protein_coding
ENSG00000188690	ENST00000368778	protein_coding
ENSG00000188690	ENST00000368774	protein_coding
ENSG00000105392	ENST00000539067	protein_coding
ENSG00000177169	ENST00000321867	protein_coding
ENSG00000169116	ENST00000513238	protein_coding
ENSG00000123384	ENST00000555124	protein_coding
ENSG00000167065	ENST00000334679	protein_coding
ENSG00000243678	ENST00000512737	protein_coding
ENSG00000177169	ENST00000537421	protein_coding
ENSG00000251692	ENST00000447419	protein_coding
ENSG00000182405	ENST00000397766	protein_coding
ENSG00000177169	ENST00000542313	protein_coding
ENSG00000251692	ENST00000440447	protein_coding
ENSG00000167987	ENST00000301765	protein_coding
ENSG00000259009	ENST00000535362	protein_coding
ENSG00000163466	ENST00000295685	protein_coding
ENSG00000156011	ENST00000521027	protein_coding
ENSG00000243678	ENST00000503064	protein_coding
ENSG00000252083	ENST00000516274	snoRNA
ENSG00000251692	ENST00000293922	protein_coding
ENSG00000167065	ENST00000342474	protein_coding
ENSG00000167987	ENST00000538036	protein_coding
ENSG00000177169	ENST00000541761	protein_coding
ENSG00000173120	ENST00000398645	protein_coding
ENSG00000243678	ENST00000393190	protein_coding
ENSG00000177169	ENST00000540647	protein_coding
ENSG00000167065	ENST00000442752	protein_coding
ENSG00000047188	ENST00000515883	protein_coding
ENSG00000156011	ENST00000521475	protein_coding
ENSG00000047188	ENST00000514720	protein_coding
ENSG00000169116	ENST00000307428	protein_coding
ENSG00000147813	ENST00000276844	protein_coding
ENSG00000134072	ENST00000256460	protein_coding
ENSG00000152422	ENST00000338635	protein_coding
ENSG00000156011	ENST00000440756	protein_coding
ENSG00000162992	ENST00000295108	protein_coding
ENSG00000256294	ENST00000589155	protein_coding
ENSG00000165644	ENST00000372538	protein_coding
ENSG00000134072	ENST00000421120	protein_coding
ENSG00000010704	ENST00000357618	protein_coding
ENSG00000010704	ENST00000357618	protein_coding
ENSG00000139324	ENST00000266712	protein_coding
ENSG00000256294	ENST00000262894	protein_coding
ENSG00000165757	ENST00000375377	protein_coding
ENSG00000256294	ENST00000588926	protein_coding
ENSG00000139324	ENST00000551088	protein_coding
ENSG00000089060	ENST00000552014	protein_coding
ENSG00000105705	ENST00000247001	protein_coding
ENSG00000256294	ENST00000592780	protein_coding
ENSG00000243678	ENST00000608447	protein_coding
ENSG00000163466	ENST00000456575	protein_coding
ENSG00000170144	ENST00000392524	protein_coding
ENSG00000152422	ENST00000396027	protein_coding
ENSG00000256294	ENST00000590612	protein_coding
ENSG00000105398	ENST00000222002	protein_coding
ENSG00000152422	ENST00000511817	protein_coding
ENSG00000201065	ENST00000364195	snRNA
ENSG00000201922	ENST00000365052	snRNA
ENSG00000145808	ENST00000274487	protein_coding
ENSG00000118849	ENST00000237696	protein_coding
ENSG00000134072	ENST00000411972	protein_coding
ENSG00000200600	ENST00000363730	misc_RNA
ENSG00000113312	ENST00000522793	protein_coding
ENSG00000152422	ENST00000282268	protein_coding
ENSG00000152422	ENST00000282268	protein_coding
ENSG00000152422	ENST00000282268	protein_coding
ENSG00000243678	ENST00000393198	protein_coding
ENSG00000170144	ENST00000411529	protein_coding
ENSG00000165644	ENST00000469299	protein_coding
ENSG00000188334	ENST00000344839	protein_coding
ENSG00000089060	ENST00000550047	protein_coding
ENSG00000118849	ENST00000479756	protein_coding
ENSG00000170144	ENST00000435711	protein_coding
ENSG00000070985	ENST00000533881	protein_coding
ENSG00000137834	ENST00000288840	protein_coding
ENSG00000089060	ENST00000549069	protein_coding
ENSG00000173120	ENST00000529006	protein_coding
ENSG00000170144	ENST00000432457	protein_coding
ENSG00000113312	ENST00000231238	protein_coding
ENSG00000113312	ENST00000231238	protein_coding
ENSG00000089060	ENST00000546737	protein_coding
ENSG00000179954	ENST00000594321	protein_coding
ENSG00000266197	ENST00000583698	misc_RNA
ENSG00000243678	ENST00000393185	protein_coding
ENSG00000206947	ENST00000384220	snoRNA
ENSG00000137834	ENST00000558937	protein_coding
ENSG00000243678	ENST00000393183	protein_coding
ENSG00000070985	ENST00000155858	protein_coding
ENSG00000137834	ENST00000457357	protein_coding
ENSG00000010704	ENST00000470149	protein_coding
ENSG00000113312	ENST00000518560	protein_coding
ENSG00000137834	ENST00000338426	protein_coding
ENSG00000070985	ENST00000533060	protein_coding
ENSG00000077420	ENST00000376236	protein_coding
ENSG00000263002	ENST00000592437	protein_coding
ENSG00000225485	ENST00000431231	protein_coding
ENSG00000070985	ENST00000528453	protein_coding
ENSG00000114098	ENST00000481646	protein_coding
ENSG00000077420	ENST00000356785	protein_coding
ENSG00000070985	ENST00000452833	protein_coding
ENSG00000114098	ENST00000469044	protein_coding
ENSG00000114098	ENST00000469044	protein_coding
ENSG00000010704	ENST00000336625	protein_coding
ENSG00000213066	ENST00000366847	protein_coding
ENSG00000222609	ENST00000410677	snRNA
ENSG00000263002	ENST00000426739	protein_coding
ENSG00000225485	ENST00000437668	protein_coding
ENSG00000238704	ENST00000459399	snRNA
ENSG00000200003	ENST00000363133	snRNA
ENSG00000089060	ENST00000549181	protein_coding
ENSG00000070182	ENST00000553938	protein_coding
ENSG00000108468	ENST00000393408	protein_coding
ENSG00000006282	ENST00000006658	protein_coding
ENSG00000090061	ENST00000389879	protein_coding
ENSG00000105705	ENST00000590439	protein_coding
ENSG00000120029	ENST00000370033	protein_coding
ENSG00000010704	ENST00000461397	protein_coding
ENSG00000114098	ENST00000491704	protein_coding
ENSG00000108468	ENST00000225603	protein_coding
ENSG00000010704	ENST00000488199	protein_coding
ENSG00000252480	ENST00000516671	snRNA
ENSG00000120029	ENST00000456149	protein_coding
ENSG00000006282	ENST00000356488	protein_coding
ENSG00000173120	ENST00000530342	protein_coding
ENSG00000213066	ENST00000349556	protein_coding
ENSG00000108468	ENST00000581003	protein_coding
ENSG00000114098	ENST00000461600	protein_coding
ENSG00000169393	ENST00000339841	protein_coding
ENSG00000010704	ENST00000309234	protein_coding
ENSG00000090061	ENST00000557441	protein_coding
ENSG00000225485	ENST00000549246	protein_coding
ENSG00000108468	ENST00000402583	protein_coding
ENSG00000167863	ENST00000301587	protein_coding
ENSG00000169393	ENST00000596043	protein_coding
ENSG00000010704	ENST00000485729	protein_coding
ENSG00000090061	ENST00000555049	protein_coding
ENSG00000108468	ENST00000495350	protein_coding
ENSG00000089060	ENST00000548186	protein_coding
ENSG00000114098	ENST00000466749	protein_coding
ENSG00000154025	ENST00000317977	protein_coding
ENSG00000164093	ENST00000306732	protein_coding
ENSG00000120029	ENST00000311122	protein_coding
ENSG00000172578	ENST00000341319	protein_coding
ENSG00000108468	ENST00000444685	protein_coding
ENSG00000089060	ENST00000549372	protein_coding
ENSG00000201289	ENST00000364419	misc_RNA
ENSG00000167863	ENST00000344546	protein_coding
ENSG00000090061	ENST00000555842	protein_coding
ENSG00000169393	ENST00000597519	protein_coding
ENSG00000105705	ENST00000334782	protein_coding
ENSG00000169393	ENST00000593782	protein_coding
ENSG00000078618	ENST00000352171	protein_coding
ENSG00000125869	ENST00000427562	protein_coding
ENSG00000207441	ENST00000384710	snRNA
ENSG00000001461	ENST00000374399	protein_coding
ENSG00000133107	ENST00000379705	protein_coding
ENSG00000115163	ENST00000335756	protein_coding
ENSG00000169393	ENST00000593413	protein_coding
ENSG00000089060	ENST00000202831	protein_coding
ENSG00000112320	ENST00000317357	protein_coding
ENSG00000238507	ENST00000459578	snoRNA
ENSG00000179954	ENST00000587166	protein_coding
ENSG00000114098	ENST00000358441	protein_coding
ENSG00000114098	ENST00000358441	protein_coding
ENSG00000225485	ENST00000581782	protein_coding
ENSG00000115163	ENST00000233505	protein_coding
ENSG00000173120	ENST00000308783	protein_coding
ENSG00000001461	ENST00000003912	protein_coding
ENSG00000114098	ENST00000489213	protein_coding
ENSG00000078618	ENST00000354831	protein_coding
ENSG00000179954	ENST00000389623	protein_coding
ENSG00000123815	ENST00000324464	protein_coding
ENSG00000154025	ENST00000395647	protein_coding
ENSG00000001461	ENST00000358028	protein_coding
ENSG00000133107	ENST00000379679	protein_coding
ENSG00000179954	ENST00000589020	protein_coding
ENSG00000120156	ENST00000519097	protein_coding
ENSG00000225485	ENST00000548703	protein_coding
ENSG00000114098	ENST00000461822	protein_coding
ENSG00000185658	ENST00000333229	protein_coding
ENSG00000001461	ENST00000339255	protein_coding
ENSG00000207061	ENST00000384333	misc_RNA
ENSG00000125869	ENST00000246070	protein_coding
ENSG00000225485	ENST00000547158	protein_coding
ENSG00000114098	ENST00000485396	protein_coding
ENSG00000175535	ENST00000369221	protein_coding
ENSG00000123815	ENST00000243583	protein_coding
ENSG00000225485	ENST00000443378	protein_coding
ENSG00000001461	ENST00000432012	protein_coding
ENSG00000133401	ENST00000438447	protein_coding
ENSG00000079332	ENST00000373242	protein_coding
ENSG00000271739	ENST00000606574	snRNA
ENSG00000154025	ENST00000395643	protein_coding
ENSG00000154025	ENST00000395645	protein_coding
ENSG00000001461	ENST00000428131	protein_coding
ENSG00000164093	ENST00000394598	protein_coding
ENSG00000159374	ENST00000290536	protein_coding
ENSG00000152266	ENST00000282091	protein_coding
ENSG00000112486	ENST00000341935	protein_coding
ENSG00000114098	ENST00000471453	protein_coding
ENSG00000152266	ENST00000529816	protein_coding
ENSG00000133401	ENST00000513910	protein_coding
ENSG00000123815	ENST00000595254	protein_coding
ENSG00000186367	ENST00000564719	protein_coding
ENSG00000186367	ENST00000334562	protein_coding
ENSG00000114098	ENST00000470821	protein_coding
ENSG00000079332	ENST00000373238	protein_coding
ENSG00000164093	ENST00000355080	protein_coding
ENSG00000164093	ENST00000355080	protein_coding
ENSG00000079332	ENST00000373241	protein_coding
ENSG00000114098	ENST00000471709	protein_coding
ENSG00000112486	ENST00000349984	protein_coding
ENSG00000154025	ENST00000417251	protein_coding
ENSG00000223004	ENST00000411072	snoRNA
ENSG00000114098	ENST00000463485	protein_coding
ENSG00000079332	ENST00000452767	protein_coding
ENSG00000164093	ENST00000354925	protein_coding
ENSG00000114098	ENST00000468560	protein_coding
ENSG00000079332	ENST00000373236	protein_coding
ENSG00000184792	ENST00000438716	protein_coding
ENSG00000164093	ENST00000394595	protein_coding
ENSG00000112486	ENST00000400926	protein_coding
ENSG00000164093	ENST00000511837	protein_coding
ENSG00000169972	ENST00000379031	protein_coding
ENSG00000114098	ENST00000469860	protein_coding
ENSG00000123815	ENST00000601967	protein_coding
ENSG00000120156	ENST00000380036	protein_coding
ENSG00000154025	ENST00000395642	protein_coding
ENSG00000079332	ENST00000373239	protein_coding
ENSG00000164292	ENST00000506959	protein_coding
ENSG00000134152	ENST00000256544	protein_coding
ENSG00000159374	ENST00000409585	protein_coding
ENSG00000185658	ENST00000342449	protein_coding
ENSG00000164093	ENST00000511990	protein_coding
ENSG00000207141	ENST00000384412	snRNA
ENSG00000164292	ENST00000506817	protein_coding
ENSG00000206731	ENST00000384004	snoRNA
ENSG00000079332	ENST00000431664	protein_coding
ENSG00000164093	ENST00000557119	protein_coding
ENSG00000134152	ENST00000561270	protein_coding
ENSG00000123815	ENST00000600080	protein_coding
ENSG00000120156	ENST00000406359	protein_coding
ENSG00000185658	ENST00000380800	protein_coding
ENSG00000134152	ENST00000561371	protein_coding
ENSG00000079332	ENST00000458634	protein_coding
ENSG00000137210	ENST00000379542	protein_coding
ENSG00000120156	ENST00000519080	protein_coding
ENSG00000123815	ENST00000594490	protein_coding
ENSG00000205476	ENST00000380243	protein_coding
ENSG00000134152	ENST00000559760	protein_coding
ENSG00000120708	ENST00000442011	protein_coding
ENSG00000123815	ENST00000594084	protein_coding
ENSG00000121879	ENST00000477735	protein_coding
ENSG00000123815	ENST00000594720	protein_coding
ENSG00000185658	ENST00000424441	protein_coding
ENSG00000123815	ENST00000600707	protein_coding
ENSG00000123815	ENST00000596357	protein_coding
ENSG00000159374	ENST00000421985	protein_coding
ENSG00000160746	ENST00000292246	protein_coding
ENSG00000169972	ENST00000467712	protein_coding
ENSG00000166984	ENST00000486697	protein_coding
ENSG00000100726	ENST00000262319	protein_coding
ENSG00000123815	ENST00000593723	protein_coding
ENSG00000159374	ENST00000536235	protein_coding
ENSG00000205476	ENST00000557769	protein_coding
ENSG00000123815	ENST00000450541	protein_coding
ENSG00000205476	ENST00000557576	protein_coding
ENSG00000032389	ENST00000398659	protein_coding
ENSG00000179038	ENST00000444002	protein_coding
ENSG00000205476	ENST00000555822	protein_coding
ENSG00000160746	ENST00000350459	protein_coding
ENSG00000114098	ENST00000464181	protein_coding
ENSG00000184939	ENST00000576305	protein_coding
ENSG00000184939	ENST00000569109	protein_coding
ENSG00000205476	ENST00000554996	protein_coding
ENSG00000153292	ENST00000371253	protein_coding
ENSG00000198108	ENST00000305031	protein_coding
ENSG00000160746	ENST00000396091	protein_coding
ENSG00000184939	ENST00000571382	protein_coding
ENSG00000100726	ENST00000567423	protein_coding
ENSG00000199911	ENST00000363041	misc_RNA
ENSG00000205476	ENST00000554877	protein_coding
ENSG00000114098	ENST00000538260	protein_coding
ENSG00000032389	ENST00000382125	protein_coding
ENSG00000205476	ENST00000556348	protein_coding
ENSG00000138449	ENST00000261024	protein_coding
ENSG00000114098	ENST00000393058	protein_coding
ENSG00000160746	ENST00000414522	protein_coding
ENSG00000159374	ENST00000358434	protein_coding
ENSG00000032389	ENST00000441271	protein_coding
ENSG00000137210	ENST00000461342	protein_coding
ENSG00000185658	ENST00000455867	protein_coding
ENSG00000160746	ENST00000451430	protein_coding
ENSG00000078618	ENST00000539524	protein_coding
ENSG00000138449	ENST00000427241	protein_coding
ENSG00000166984	ENST00000366832	protein_coding
ENSG00000160746	ENST00000448045	protein_coding
ENSG00000137210	ENST00000475942	protein_coding
ENSG00000160746	ENST00000427171	protein_coding
ENSG00000070182	ENST00000556626	protein_coding
ENSG00000160746	ENST00000428472	protein_coding
ENSG00000134152	ENST00000560310	protein_coding
ENSG00000108278	ENST00000490126	protein_coding
ENSG00000171148	ENST00000301964	protein_coding
ENSG00000164292	ENST00000379982	protein_coding
ENSG00000101266	ENST00000349736	protein_coding
ENSG00000032389	ENST00000443925	protein_coding
ENSG00000167380	ENST00000590578	protein_coding
ENSG00000166949	ENST00000559460	protein_coding
ENSG00000160746	ENST00000444344	protein_coding
ENSG00000078618	ENST00000544028	protein_coding
ENSG00000068784	ENST00000263736	protein_coding
ENSG00000133107	ENST00000355779	protein_coding
ENSG00000137210	ENST00000379530	protein_coding
ENSG00000134152	ENST00000557877	protein_coding
ENSG00000160746	ENST00000456438	protein_coding
ENSG00000070182	ENST00000389721	protein_coding
ENSG00000006282	ENST00000393244	protein_coding
ENSG00000134152	ENST00000559462	protein_coding
ENSG00000172020	ENST00000305124	protein_coding
ENSG00000167380	ENST00000589160	protein_coding
ENSG00000101266	ENST00000217244	protein_coding
ENSG00000160746	ENST00000413397	protein_coding
ENSG00000079263	ENST00000456542	protein_coding
ENSG00000137210	ENST00000473276	protein_coding
ENSG00000138449	ENST00000455320	protein_coding
ENSG00000160746	ENST00000439141	protein_coding
ENSG00000134152	ENST00000560108	protein_coding
ENSG00000154760	ENST00000285013	protein_coding
ENSG00000184470	ENST00000400518	protein_coding
ENSG00000120436	ENST00000366834	protein_coding
ENSG00000032389	ENST00000444776	protein_coding
ENSG00000138449	ENST00000427419	protein_coding
ENSG00000160746	ENST00000428831	protein_coding
ENSG00000070182	ENST00000389720	protein_coding
ENSG00000137210	ENST00000481240	protein_coding
ENSG00000171148	ENST00000440161	protein_coding
ENSG00000134152	ENST00000559515	protein_coding
ENSG00000165511	ENST00000298298	protein_coding
ENSG00000167380	ENST00000586286	protein_coding
ENSG00000172878	ENST00000315796	protein_coding
ENSG00000138449	ENST00000440626	protein_coding
ENSG00000160746	ENST00000436073	protein_coding
ENSG00000134152	ENST00000559464	protein_coding
ENSG00000137210	ENST00000467317	protein_coding
ENSG00000164292	ENST00000504179	protein_coding
ENSG00000133401	ENST00000282493	protein_coding
ENSG00000184939	ENST00000570495	protein_coding
ENSG00000154760	ENST00000526861	protein_coding
ENSG00000172020	ENST00000393780	protein_coding
ENSG00000255692	ENST00000535109	protein_coding
ENSG00000167380	ENST00000585560	protein_coding
ENSG00000164292	ENST00000510313	protein_coding
ENSG00000185658	ENST00000341322	protein_coding
ENSG00000167380	ENST00000586914	protein_coding
ENSG00000120160	ENST00000380032	protein_coding
ENSG00000184939	ENST00000563169	protein_coding
ENSG00000167380	ENST00000588883	protein_coding
ENSG00000133107	ENST00000358477	protein_coding
ENSG00000070182	ENST00000389722	protein_coding
ENSG00000239178	ENST00000458848	snRNA
ENSG00000074054	ENST00000409078	protein_coding
ENSG00000184939	ENST00000564323	protein_coding
ENSG00000133107	ENST00000379673	protein_coding
ENSG00000120160	ENST00000380031	protein_coding
ENSG00000164292	ENST00000503737	protein_coding
ENSG00000184939	ENST00000562156	protein_coding
ENSG00000171148	ENST00000343450	protein_coding
ENSG00000070182	ENST00000542895	protein_coding
ENSG00000164292	ENST00000513091	protein_coding
ENSG00000167380	ENST00000413984	protein_coding
ENSG00000184939	ENST00000573685	protein_coding
ENSG00000154760	ENST00000534689	protein_coding
ENSG00000164292	ENST00000514198	protein_coding
ENSG00000120708	ENST00000508767	protein_coding
ENSG00000197601	ENST00000354817	protein_coding
ENSG00000265093	ENST00000584467	misc_RNA
ENSG00000154760	ENST00000533791	protein_coding
ENSG00000120160	ENST00000537675	protein_coding
ENSG00000167380	ENST00000588742	protein_coding
ENSG00000197601	ENST00000532701	protein_coding
ENSG00000171148	ENST00000439043	protein_coding
ENSG00000133107	ENST00000379681	protein_coding
ENSG00000133107	ENST00000379681	protein_coding
ENSG00000133107	ENST00000379681	protein_coding
ENSG00000120708	ENST00000604555	protein_coding
ENSG00000268809	ENST00000595531	protein_coding
ENSG00000167380	ENST00000300823	protein_coding
ENSG00000167380	ENST00000300823	protein_coding
ENSG00000133107	ENST00000338947	protein_coding
ENSG00000108278	ENST00000225410	protein_coding
ENSG00000108278	ENST00000225410	protein_coding
ENSG00000120708	ENST00000514554	protein_coding
ENSG00000154760	ENST00000532210	protein_coding
ENSG00000149925	ENST00000338110	protein_coding
ENSG00000167380	ENST00000585678	protein_coding
ENSG00000169567	ENST00000304043	protein_coding
ENSG00000101266	ENST00000400217	protein_coding
ENSG00000154760	ENST00000524511	protein_coding
ENSG00000167380	ENST00000586203	protein_coding
ENSG00000108278	ENST00000588253	protein_coding
ENSG00000124126	ENST00000371941	protein_coding
ENSG00000154760	ENST00000531588	protein_coding
ENSG00000264948	ENST00000578843	misc_RNA
ENSG00000167380	ENST00000590467	protein_coding
ENSG00000101266	ENST00000460062	protein_coding
ENSG00000184939	ENST00000573161	protein_coding
ENSG00000112494	ENST00000503433	protein_coding
ENSG00000153292	ENST00000371243	protein_coding
ENSG00000133107	ENST00000447043	protein_coding
ENSG00000115091	ENST00000263238	protein_coding
ENSG00000167380	ENST00000588795	protein_coding
ENSG00000184939	ENST00000573113	protein_coding
ENSG00000101266	ENST00000608066	protein_coding
ENSG00000124126	ENST00000396220	protein_coding
ENSG00000108278	ENST00000592616	protein_coding
ENSG00000150768	ENST00000280346	protein_coding
ENSG00000167380	ENST00000588127	protein_coding
ENSG00000101266	ENST00000609525	protein_coding
ENSG00000154760	ENST00000360502	protein_coding
ENSG00000074054	ENST00000463621	protein_coding
ENSG00000197601	ENST00000532502	protein_coding
ENSG00000120708	ENST00000508076	protein_coding
ENSG00000184939	ENST00000398253	protein_coding
ENSG00000150768	ENST00000393051	protein_coding
ENSG00000154760	ENST00000542635	protein_coding
ENSG00000120708	ENST00000503087	protein_coding
ENSG00000167380	ENST00000590089	protein_coding
ENSG00000238639	ENST00000458775	snoRNA
ENSG00000141738	ENST00000577695	protein_coding
ENSG00000101266	ENST00000400227	protein_coding
ENSG00000108278	ENST00000590858	protein_coding
ENSG00000150768	ENST00000531306	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000113580	ENST00000394464	protein_coding
ENSG00000167380	ENST00000454662	protein_coding
ENSG00000120708	ENST00000305126	protein_coding
ENSG00000108278	ENST00000588357	protein_coding
ENSG00000153292	ENST00000283297	protein_coding
ENSG00000169567	ENST00000508488	protein_coding
ENSG00000229859	ENST00000325558	protein_coding
ENSG00000167380	ENST00000590524	protein_coding
ENSG00000171847	ENST00000307435	protein_coding
ENSG00000053918	ENST00000496887	protein_coding
ENSG00000169567	ENST00000506908	protein_coding
ENSG00000163743	ENST00000324439	protein_coding
ENSG00000108278	ENST00000588902	protein_coding
ENSG00000169567	ENST00000513012	protein_coding
ENSG00000113580	ENST00000415690	protein_coding
ENSG00000184792	ENST00000407373	protein_coding
ENSG00000167380	ENST00000337433	protein_coding
ENSG00000108278	ENST00000591067	protein_coding
ENSG00000150768	ENST00000537636	protein_coding
ENSG00000169567	ENST00000520028	protein_coding
ENSG00000120162	ENST00000262244	protein_coding
ENSG00000171847	ENST00000538603	protein_coding
ENSG00000221838	ENST00000438383	protein_coding
ENSG00000149925	ENST00000395248	protein_coding
ENSG00000197694	ENST00000372731	protein_coding
ENSG00000197694	ENST00000372731	protein_coding
ENSG00000163743	ENST00000380840	protein_coding
ENSG00000139641	ENST00000394048	protein_coding
ENSG00000139641	ENST00000394048	protein_coding
ENSG00000105507	ENST00000293255	protein_coding
ENSG00000113580	ENST00000504572	protein_coding
ENSG00000171847	ENST00000442295	protein_coding
ENSG00000115091	ENST00000535589	protein_coding
ENSG00000113580	ENST00000394466	protein_coding
ENSG00000197694	ENST00000372739	protein_coding
ENSG00000169213	ENST00000371655	protein_coding
ENSG00000229859	ENST00000543349	protein_coding
ENSG00000168724	ENST00000342382	protein_coding
ENSG00000135974	ENST00000258457	protein_coding
ENSG00000074054	ENST00000418989	protein_coding
ENSG00000229859	ENST00000543505	protein_coding
ENSG00000149925	ENST00000566897	protein_coding
ENSG00000184792	ENST00000332585	protein_coding
ENSG00000133107	ENST00000426868	protein_coding
ENSG00000205571	ENST00000380743	protein_coding
ENSG00000147896	ENST00000276943	protein_coding
ENSG00000074054	ENST00000449975	protein_coding
ENSG00000149925	ENST00000568435	protein_coding
ENSG00000168724	ENST00000382021	protein_coding
ENSG00000112494	ENST00000230256	protein_coding
ENSG00000229859	ENST00000543125	protein_coding
